Company name,OSIRIS Identification Number,count_records
PUBLIC FINANCIAL HOLDINGS LIMITED,BM43469,5
PUBLIC JOINT STOCK COMPANY 'BANK 3/4',UA50237,3
PUBLIC JOINT STOCK COMPANY 'BANK ALLIANCE',UA50238,3
PUBLIC JOINT STOCK COMPANY 'BANK ALLIANCE',UA53459,6
PUBLIC JOINT STOCK COMPANY 'BANK PEOPLE'S CAPITAL' - BANK NARODNIY KAPITAL,UA50248,3
PUBLIC JOINT STOCK COMPANY 'BANK SICH',UA50251,3
PUBLIC JOINT STOCK COMPANY 'KREDITPROMBANK',UA48737,6
PUBLIC JOINT STOCK COMPANY 'KREDOBANK',UA46807,3
PUBLIC JOINT STOCK COMPANY 'KREDOBANK',UA50318,6
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB'",RU44961,5
"PUBLIC JOINT STOCK COMPANY ""UKRSOTSBANK",UA46068,5
"PUBLIC JOINT STOCK COMPANY ""UKRSOTSBANK",UA50411,6
PUBLIC JOINT STOCK COMPANY BANK 'TRUST',UA50253,3
PUBLIC JOINT STOCK COMPANY OMEGA BANK,UA18531,6
PUBLIC JOINT-STOCK COMMERCIAL BANK PRIMORYE,RU16577,3
PUBLIC JOINT-STOCK COMPANY 'ASVIO BANK',UA50230,3
PUBLIC JOINT-STOCK COMPANY 'AVTOKRAZBANK',UA50232,5
PUBLIC JOINT-STOCK COMPANY 'BANK OTKRITIE FINANCIAL CORPORATION',RU45436,5
PUBLIC JOINT-STOCK COMPANY 'FINROSTBANK',UA50317,5
"PUBLIC JOINT-STOCK COMPANY COMMERCIAL BANK  ""BANK CENTER-INVEST",RU16900,5
PUBLIC JOINT-STOCK COMPANY JOINT STOCK COMMERCIAL BANK 'INDUSTRIALBANK',UA48823,3
PUBLIC JOINT-STOCK COMPANY ROSBANK,RU49084,5
PULASKI FINANCIAL CORP,US29008,4
PULASKI FINANCIAL CORP,USA0C9F,16
PUNJAB & SIND BANK,IN33414,5
PUNJAB NATIONAL BANK,IN31489,5
PUREUN MUTUAL SAVINGS BANK,KR28989,5
PURNIMA BIKAS BANK LTD,NP11428,4
PVF CAPITAL CORP,US17374,1
PVF CAPITAL CORP,USA0564,14
PWC CAPITAL INC,CA16499,6
PWC CAPITAL INC,CAA2C9B,17
QATAR INTERNATIONAL ISLAMIC BANK,QA33403,5
QATAR NATIONAL BANK,QA31151,6
QATAR NATIONAL BANK - SYRIA SA,SY10514,3
QAZAQ BANKI JSC,KZ12670,3
"QCR HOLDINGS, INC.",US69760,16
"QCR HOLDINGS, INC.",USA06C5,18
QNB AL AHLI,EG35682,6
QNB AL AHLI,EG51529,4
QNB CORP.,US69761,16
QNB CORP.,USB0B41,12
QUAINT OAK BANCORP INC,US83454,4
QUILVEST SA,LU15158,5
QUIRIN BANK AG,DE49597,5
R & G FINANCIAL CORPORATION,US48541,10
R & G FINANCIAL CORPORATION,USA1118,5
RAFT INTERNATIONAL LIMITED,GB19525,3
RAIFFEISEN BANK AVAL,UA46840,5
RAIFFEISEN BANK AVAL,UA50377,6
RAIFFEISEN BANK INTERNATIONAL AG,AT40494,5
RAIFFEISEN BANK SA,RO19835,5
RAIFFEISENBANK D.D. BOSNIA AND HERZEGOVINA,BA45859,3
RAIFFEISENLANDESBANK OBEROESTERREICH AG,AT31126,3
RAIFFEISENLANDESBANK OBEROESTERREICH AG,AT34513,5
"RAINIER PACIFIC FINANCIAL GROUP, INC.",US71203,7
"RAINIER PACIFIC FINANCIAL GROUP, INC.",USA7C68,10
RANCHO BANK,US65183,4
RANDOLPH BANCORP,US90151,10
RANDOLPH BANK & TRUST COMPANY,US46560,11
RAPTIBHERI BIKAS BANK LTD,NP11703,4
RASMALA PLC,GB29236,3
RATHBONE BROTHERS PLC,GB48447,5
RAYMOND JAMES FINANCIAL INC,US43812,4
RBC BANCORPORATION (USA),US42858,10
RBC BANCORPORATION (USA),US6971A,1
RBL BANK LTD,IN42650,3
RBS HOLDINGS NV,NL22414,5
RBS HOLDINGS NV,NL45157,5
REAL BANK PAT,UA50379,5
RECYCOB S.A.,EC19674,3
REDWOOD CAPITAL BANK,US71413,13
REDWOOD EMPIRE BANCORP,US69776,5
REDWOOD EMPIRE BANCORP,USA03F4,4
"REGAL BANCORP, INC",US82880,15
REGIONS FINANCIAL CORPORATION,US32780,17
REGIONS FINANCIAL CORPORATION,US34103,12
RELIABLE DEVELOPMENT BANK LTD,NP11996,4
"RELIANCE BANCSHARES, INC.",US69779,14
"RELIANCE BANCSHARES, INC.",USB1B74,8
RELIANCE BANK,US66062,3
RELIANCE BANK,USCED94,2
RELIANCE CAPITAL LIMITED,IN21628,3
RELIANCE LOTUS FINANCE LTD,NP12051,4
RELIANT BANK,US71968,9
RENASANT CORPORATION,US48053,16
RENASANT CORPORATION,USA1259,17
"RENTA 4 BANCO, S.A.",ES12701,5
"RENTA 4 BANCO, S.A.",ES52899,3
REPUBLIC BANCORP INC,US49010,6
REPUBLIC BANCORP INC,US75610,6
REPUBLIC BANCORP INC.,US41906,16
REPUBLIC BANCORP INC.,USA1BCC,17
"REPUBLIC BANCSHARES, INC",US48057,4
"REPUBLIC BANCSHARES, INC",USA176B,4
REPUBLIC BANK (BARBADOS) LIMITED,BB32396,3
REPUBLIC BANK (BARBADOS) LIMITED,BBB0174,10
REPUBLIC BANK (GUYANA) LTD,GY33900,3
REPUBLIC FINANCIAL HOLDINGS LIMITED,TT31774,6
REPUBLIC FINANCIAL HOLDINGS LIMITED,TTB373A,10
"REPUBLIC FIRST BANCORP, INC.",US31140,17
"REPUBLIC FIRST BANCORP, INC.",US69786,16
REPUBLIC SECURITY FINANCIAL CORPORATION,US48058,1
REPUBLIC SECURITY FINANCIAL CORPORATION,US75690,1
RESONA BANK LTD,JP30142,11
RESONA BANK LTD,JP34191,11
"RESONA HOLDINGS, INC",JP17800,11
"RESONA HOLDINGS, INC",JP18526,11
RESOURCE BANKSHARES CORPORATION,US69788,4
RESOURCE BANKSHARES CORPORATION,USA1C4E,4
RESUNGA BIKAS BANK LIMITED,NP11277,1
RHB BANK BERHAD,MY30996,5
RHB CAPITAL BERHAD,MY47165,5
RHB INVESTMENT BANK BHD,MY34578,5
"RIDGESTONE FINANCIAL SERVICES, INC.",US83308,10
RIGGS NATIONAL CORPORATION,US34075,5
RIGGS NATIONAL CORPORATION,US76330,5
RINGKJOEBING LANDBOBANK,DK10503,6
RISING SUN BANCORP,US84268,14
RIT CAPITAL PARTNERS PLC,GB28826,3
RIVER CITY BANK,US71414,4
RIVER CITY BANK,USAE6E7,4
RIVER VALLEY BANCORP,US29007,4
RIVER VALLEY COMMUNITY BANK,US71972,11
RIVERGREEN BANK,US65254,5
RIVERVIEW BANCORP INC,US20908,1
RIVERVIEW BANCORP INC,US29005,3
RIVERVIEW BANCORP INC,USA1947,17
RIVERVIEW FINANCIAL CORPORATION,US82811,16
RIYAD BANK,SA31533,5
RIZAL COMMERCIAL BANKING CORP.,PH19889,8
RIZAL COMMERCIAL BANKING CORP.,PH31514,5
RMB HOLDINGS LIMITED,ZA32045,4
ROBECO NV,NL49255,6
"ROCKPORT NATIONAL BANCORP, INC.",US84291,14
RODOVID BANK,UA43625,6
"ROEBLING FINANCIAL CORP, INC",US84472,1
ROTHSCHILD & CO,FR27859,5
"ROYAL BANCSHARES OF PENNSYLVANIA, INC.",US69812,16
"ROYAL BANCSHARES OF PENNSYLVANIA, INC.",US77390,17
ROYAL BANK OF CANADA,CA33405,17
ROYAL BANK OF CANADA,CAA19D2,17
ROYAL BANK OF SCOTLAND GROUP PLC (THE),GB24762,5
ROYAL BANK OF SCOTLAND GROUP PLC (THE),GB48414,3
ROYAL BANK OF SCOTLAND GROUP PLC (THE),GBADC98,16
"ROYAL FINANCIAL, INC.",US83182,12
RUMSON-FAIR HAVEN BANK AND TRUST COMPANY,US65303,12
RUPALI BANK LIMITED,BD45864,5
RURAL ELECTRIFICATION CORPORATION LIMITED - REC,IN14710,3
RURAL MICROFINANCE DEVELOPMENT CENTRE LTD,NP12135,2
"S & T BANCORP, INC.",US42900,16
"S & T BANCORP, INC.",US77575,16
"S.B.C.P. BANCORP, INC.",US69821,15
"S.B.C.P. BANCORP, INC.",US90176,2
SAEHAN BANCORP,US69823,13
SAFETY INSURANCE GROUP INC.,US51085,3
SAFRA LEASING SA ARRENDAMENTO MERCANTIL,BR23543,1
SAGARMATHA FINANCE LTD,NP11950,4
SAGICOR INVESTMENTS JAMAICA LIMITED,JM45131,3
SAHARA BIKAS BANK LTD,NP11740,4
SAHAYOGI VIKAS BANK LIMITED - SAHAYOGI,NP11001,4
SAIGON - HANOI COMMERCIAL JOINT STOCK BANK,VN27563,5
SAIGON THUONG TIN COMMERCIAL JOINT-STOCK BANK- SACOMBANK - NGAN HANG SAIGON THUONG TIN,VN43452,4
"SAINT-PETERSBURG COMMERCIAL BANK ""TAVRICHESKY"" OAO - BANK TAVRICHESKIY",RU23467,3
"SALISBURY BANCORP, INC.",US69828,12
"SALISBURY BANCORP, INC.",USA1C8F,17
SALLING BANK A/S,DK44926,5
SAMBA BANK LIMITED,PK16719,5
SAMBA FINANCIAL GROUP,SA30906,5
SAMPATH BANK PLC,LK47766,5
"SAMSUNG CARD CO., LTD",KR29147,5
SAMSUNG SECURITIES CO LTD,KR18882,1
SAN DIEGO COMMUNITY BANK,US62621,4
SAN DIEGO COMMUNITY BANK,USAC01D,3
SAN DIEGO TRUST BANK,US71415,10
SAN JOAQUIN BANCORP,US71826,3
SAN JOAQUIN BANCORP,USB109E,4
SAN JOAQUIN BANK,US65326,7
"SAN-IN GODO BANK, LTD",JP17222,11
"SAN-IN GODO BANK, LTD",JP33057,11
SANASA DEVELOPMENT BANK PLC,LK52160,5
SANDNES SPAREBANK,NO49565,5
"SANDY SPRING BANCORP, INC.",US41988,16
"SANDY SPRING BANCORP, INC.",USA11EB,17
SANIMA BANK LIMITED,NP10052,5
"SANTA CLARA VALLEY BANK, NATIONAL ASSOCIATION",US65336,12
SANTA CRUZ COUNTY BANK,US71416,13
SANTANDER BANCORP,US46652,16
SANTANDER BANCORP,USA1D5D,10
SANTANDER UK PLC,GB24003,3
SANTANDER UK PLC,GB24986,5
SANTANDER UK PLC,GBA1E11,4
"SAPPORO HOKUYO HOLDINGS, INC",JP18879,7
"SAPPORO HOKUYO HOLDINGS, INC",JP18880,7
SASFIN HOLDINGS LTD,ZA48926,6
SAUDI BRITISH BANK JSC (THE),SA31759,5
SAUDI INVESTMENT BANK (THE),SA31519,5
SAUDI SUDANESE BANK,SD19657,3
"SAVANNAH BANCORP, INC. (THE)",US69832,12
"SAVANNAH BANCORP, INC. (THE)",USA1376,12
"SAWADA HOLDINGS CO.,LTD",JP56351,11
"SAWADA HOLDINGS CO.,LTD",JP56352,11
"SB FINANCIAL GROUP, INC",US19404,15
"SB FINANCIAL GROUP, INC",US89063,1
"SB FINANCIAL GROUP, INC",USA28FC,17
SBERBANK AD BANJA LUKA,BA17091,5
SBERBANK BH D.D.,BA17887,3
SBERBANK OF RUSSIA OAO,RU45923,5
"SBERBANK SLOVENSKO, AS",SK42553,5
"SBI SECURITIES CO, LTD",JP23818,7
"SBI SECURITIES CO, LTD",JP23819,7
SBM BANK MAURITIUS LTD,MU43266,5
SBM HOLDINGS LTD,MU52488,5
SCHNIGGE WERTPAPIERHANDELSBANK SE,DE13559,5
SCHRODERS PLC,GB24789,3
SCHWEIZERISCHE NATIONALBANK - BANQUE NATIONALE SUISSE,CH30053,5
SCOTIA GROUP JAMAICA LIMITED,JM13127,5
SCOTIA GROUP JAMAICA LIMITED,JMB36F7,11
SCOTIA INVESTMENTS JAMAICA LIMITED,JM25585,5
SCOTIA MORTGAGE INVESTMENT CORPORATION,CA54209,8
SCOTIA PERU HOLDINGS SA,PE41186,2
SCOTIABANK CHILE,CL30657,5
SCOTIABANK CHILE,CLA9428,16
SCOTIABANK EL SALVADOR SA,SV48584,4
SCOTIABANK EL SALVADOR SA,SVACEE4,14
SCOTIABANK PERU SAA,PE10213,12
SCOTIABANK PERU SAA,PE48338,5
SCOTIABANK PERU SAA,PEB2333,11
SCOTIABANK TRINIDAD & TOBAGO LIMITED,TT43417,6
SCOTIABANK TRINIDAD & TOBAGO LIMITED,TTB3738,13
SCOTTISH INVESTMENT TRUST PLC,GB24796,3
SCOTTISH MORTGAGE INVESTMENT TRUST PLC,GB24797,3
SDM BANK PJSC,RU48731,5
SEACOAST BANKING CORPORATION OF FLORIDA,US19405,16
SEACOAST BANKING CORPORATION OF FLORIDA,US79600,17
SEACOAST COMMERCE BANK,US65365,14
SEACOAST COMMERCE BANK,USB4686,8
SEACOAST FINANCIAL SERVICES CORPORATION,US48059,4
SEACOAST FINANCIAL SERVICES CORPORATION,USA1D3F,4
SEAMICO SECURITIES PUBLIC COMPANY LIMITED,TH16447,3
SEB BANKA AS,LV42446,3
SEB BANKA AS,LV46622,3
SEB PANK,EE36731,3
SEB PANK,EE43857,3
"SECOND BANCORP, INC.",US48060,4
"SECOND BANCORP, INC.",US79765,4
SECURE TRUST BANK PLC,GB16215,5
SECURITIES AND INVESTMENT COMPANY BSC - SICO,BH28772,5
SECURITIES GROUP COMPANY K.S.C.,KW21697,4
"SECURITY BANCORP, INC.",US83627,8
SECURITY BANK CORPORATION,PH19888,8
SECURITY BANK CORPORATION,PH44809,5
"SECURITY BANK CORPORATION, GEORGIA",US69842,9
"SECURITY BANK CORPORATION, GEORGIA",USA1B98,9
SECURITY BANK OF CALIFORNIA,US71684,11
SECURITY BUSINESS BANK OF SAN DIEGO,US65403,10
SECURITY FEDERAL CORPORATION,US20939,1
SECURITY FEDERAL CORPORATION,US60354,4
SECURITY FEDERAL CORPORATION,USB13F9,11
"SECURITY NATIONAL CORPORATION, IOWA",US69850,17
SEKER FINANSAL KIRALAMA A.S.,TR50164,5
SEKERBANK T.A.S.,TR32539,5
SELECT BANCORP INC,US71166,12
SELECT BANCORP INC,US90515,1
SELECT BANCORP INC,USACAD3,15
"SENECA-CAYUGA BANCORP, INC.",US82927,4
SENSHU IKEDA BANK LTD,JP17157,11
SENSHU IKEDA BANK LTD,JP33248,11
SENSHU IKEDA HOLDINGS INC,JP14493,7
SENSHU IKEDA HOLDINGS INC,JP15670,7
SERVICE 1ST BANCORP,US71797,1
SERVICE 1ST BANCORP,US90666,4
"SERVICE BANCORP, MHC",US90202,3
"SERVISFIRST BANCSHARES, INC.",US72074,9
"SERVISFIRST BANCSHARES, INC.",USB2584,11
SETI FINANCE LTD,NP11981,4
SEVEN BANK LTD,JP26562,4
SEVEN BANK LTD,JP51983,11
SEVERN BANCORP INC,US29035,4
SEVERN BANCORP INC,USA4D02,16
SEWA BIKAS BANK LTD,NP11178,4
SEYLAN BANK PLC,LK34969,5
SEYLAN BANK PLC,LK43954,5
"SFB BANCORP, INC.",US83453,4
"SFSB, INC.",US83950,2
SHAHJALAL ISLAMI BANK LTD,BD18676,6
SHANGHAI COMMERCIAL & SAVINGS BANK LTD,TW30839,5
SHANGHAI PUDONG DEVELOPMENT BANK,CN38659,5
SHARJAH ISLAMIC BANK,AE42690,5
SHENANDOAH NATIONAL BANK,US65488,4
SHENGJING BANK,CN25508,2
SHIMANE BANK LTD,JP18592,11
SHIMANE BANK LTD,JP33160,11
"SHIN KONG FINANCIAL HOLDING CO.,LTD",TW40818,5
SHINE RESUNGA DEVELOPMENT BANK,NP11569,4
SHINHAN BANK,KR42470,5
SHINHAN FINANCIAL GROUP,KR18821,5
SHINHAN FINANCIAL GROUP,KRA7D9B,15
SHINHAN INVESTMENT CORP,KR16575,2
SHINKIN CENTRAL BANK,JP32871,11
SHINKIN CENTRAL BANK,JP48842,11
SHINSEI BANK LIMITED,JP30140,11
SHINSEI BANK LIMITED,JP35619,8
SHINYOUNG SECURITIES CO,KR39548,2
SHIZUOKA BANK,JP31448,11
SHIZUOKA BANK,JP47937,11
SHONAI BANK,JP17232,11
SHONAI BANK,JP33034,9
"SHORE BANCSHARES, INC.",US69864,16
"SHORE BANCSHARES, INC.",USA6496,17
SHORE COMMUNITY BANK,US65496,15
SHORE COMMUNITY BANK,USB1262,4
SHORE FINANCIAL CORPORATION,US69865,4
SHORE FINANCIAL CORPORATION,US90207,4
SHORE FINANCIAL CORPORATION,USA1C3F,8
SHRIJANA  FINANCE LTD,NP11891,4
SHRIRAM CITY UNION FINANCE LTD,IN27471,3
SHRIRAM TRANSPORT FINANCE COMPANY LIMITED,IN15898,3
SHUAA CAPITAL PSC,AE40023,3
SI FINANCIAL GROUP INC,US15044,4
SI FINANCIAL GROUP INC,USAA032,16
SIAM GENERAL FACTORING PCL,TH51249,3
SIAULIU BANKAS,LT38681,5
SIDDHARTA BANK LTD,NP16806,4
SIDDHARTA BANK LTD,NP53730,4
SIDDHARTHA DEVELOPMENT BANK LIMITED,NP54324,4
SIDDHARTHA FINANCE LTD,NP12117,4
SIEBERT FINANCIAL CORP,US49646,2
SIERRA BANCORP,US19406,15
SIERRA BANCORP,USA453D,17
SIGNATURE BANK,US65511,15
SIGNATURE BANK,USA8950,16
SILK ROAD BANK AD SKOPJE,MK37938,5
SILKBANK LIMITED,PK46839,5
SILVER FALLS BANK,US65514,7
SILVER STATE BANCORP,US69872,8
SILVER STATE BANCORP,USAF266,6
SIMMONS FIRST NATIONAL CORPORATION,US41996,16
SIMMONS FIRST NATIONAL CORPORATION,US81384,17
"SIMPLICITY BANCORP, INC",US14852,3
"SIMPLICITY BANCORP, INC",USA893C,14
SING INVESTMENTS & FINANCE LIMITED,SG46611,3
SINGAPURA FINANCE LTD,SG45805,5
SINGER FINANCE (LANKA) PLC,LK50080,3
SINO AG,DE40558,5
SINOPAC FINANCIAL HOLDINGS,TW19783,5
"SIUSLAW FINANCIAL GROUP, INC",US90209,9
SIYAPATHA FINANCE PLC,LK50079,3
SJNB FINANCIAL CORP.,US77730,1
SJNB FINANCIAL CORP.,US87676,1
SK SECURITIES CO,KR39549,2
SKANDIABANKEN ASA,NO54369,3
SKANDINAVISKA ENSKILDA BANKEN AB,SE30590,3
SKANDINAVISKA ENSKILDA BANKEN AB,SE33297,5
SKB BANKA DD,SI35960,5
SKB BANKA DD,SI45388,3
SKJERN BANK,DK10517,5
SKUE SPAREBANK,NO27381,5
SKY FINANCIAL GROUP INC,US48063,7
SKY FINANCIAL GROUP INC,USA0C8A,7
SKYE BANK PLC,NG19994,5
SLADE'S FERRY BANCORP,US69875,8
SLADE'S FERRY BANCORP,USA17D9,8
SLATINSKA BANKA DD,HR19184,5
SLM CORPORATION,US51929,5
SMARTFINANCIAL INC,US68612,13
SMARTFINANCIAL INC,USB129C,12
SMB LEASING PLC,LK25223,3
SMBC CONSUMER FINANCE CO LTD,JP48263,5
SMBC FRIEND SECURITIES CO LTD,JP27573,1
SMBC FRIEND SECURITIES CO LTD,JP48886,1
"SMITHTOWN BANCORP, INC",US19407,10
"SMITHTOWN BANCORP, INC",USA13CC,10
"SNB BANCSHARES, INC., TEXAS",US69878,6
"SNB BANCSHARES, INC., TEXAS",USA9EB7,5
SOCIAL ISLAMI BANK LTD,BD47202,5
SOCIEDAD MATRIZ DEL BANCO DE CHILE S.A. - SM-CHILE S.A,CL18495,5
SOCIEDAD MATRIZ DEL BANCO DE CHILE S.A. - SM-CHILE S.A,CLA9257,17
"SOCIEDADE COMERCIAL OREY ANTUNES, S.A.",PT12643,3
SOCIETE ALSACIENNE DE DEVELOPPEMENT ET D'EXPANSION SA - SADE,FR10715,5
SOCIETE ARABE INTERNATIONALE DE BANQUE - SAIB,EG31347,6
SOCIETE GENERALE - SPLITSKA BANKA DD,HR31372,5
SOCIETE GENERALE BANKA MONTENEGRO AD,ME29075,5
SOCIETE GENERALE DE BANQUE-JORDANIE,JO40674,5
SOCIETE GENERALE DE BANQUES EN COTE D'IVOIRE S.A. - SGBCI,CI30607,4
SOCIETE GENERALE GHANA LIMITED,GH33975,5
SOCIETE GENERALE SA,FR11150,5
SOCIETE GENERALE SA,FR11151,5
SOCIETE GENERALE SA,FRA2207,17
SOCIETE TUNISIENNE DE BANQUE,TN23778,5
SOCIETE TUNISIENNE DE BANQUE,TN32264,5
SOCIETY DEVELOPMENT BANK LTD - H&B DEVELOPMENT BANK  LTD,NP11115,4
SOFIBUS PATRIMOINE SA,FR12693,3
SOFTLOGIC FINANCE PLC,LK51946,3
SOLAR CAPITAL LTD,US51119,3
"SOLERA NATIONAL BANCORP, INC.",US83406,10
SOLVAY BANK CORP.,US69880,12
SOLVAY BANK CORP.,US89089,4
SOMERSET HILLS BANCORP,US90213,9
SOMERSET TRUST HOLDING COMPANY,US69882,11
SOMERSET TRUST HOLDING COMPANY,US90214,5
SONERI BANK LIMITED,PK37549,5
SONOMA VALLEY BANCORP,US90216,5
"SOUND FINANCIAL BANCORP, INC.",US83636,4
"SOUTH FINANCIAL GROUP, INC",US15325,10
"SOUTH FINANCIAL GROUP, INC",US48011,10
SOUTH INDIAN BANK LIMITED,IN32462,5
SOUTH STATE CORP,US68928,16
SOUTH STATE CORP,USA12DB,17
SOUTH STREET FINANCIAL CORP.,US90225,8
SOUTHCOAST FINANCIAL CORPORATION,US90226,10
"SOUTHCREST FINANCIAL GROUP, INC",US70072,15
"SOUTHCREST FINANCIAL GROUP, INC",US88963,1
"SOUTHCREST FINANCIAL GROUP, INC",USB137A,11
SOUTHEAST BANK LIMITED,BD12542,5
SOUTHEAST BANK LIMITED,BD46600,5
SOUTHEASTERN BANK FINANCIAL CORPORATION,US69085,16
SOUTHEASTERN BANK FINANCIAL CORPORATION,USA1DF5,16
SOUTHEASTERN BANKING CORPORATION,US20989,10
SOUTHERN BANC COMPANY INC (THE),US29049,5
SOUTHERN BANC COMPANY INC (THE),US88862,9
SOUTHERN BANC COMPANY INC (THE),USA0C50,17
"SOUTHERN BANCSHARES (NORTH CAROLINA), INC",US19409,16
"SOUTHERN COMMUNITY BANCSHARES, INC.",US90230,4
SOUTHERN COMMUNITY FINANCIAL CORPORATION,US17678,11
SOUTHERN COMMUNITY FINANCIAL CORPORATION,USA5EB2,12
SOUTHERN CONNECTICUT BANCORP INC,US29050,12
SOUTHERN FINANCIAL BANCORP INC,US16145,4
SOUTHERN FINANCIAL BANCORP INC,USA1618,4
"SOUTHERN FIRST BANCSHARES, INC.",US69127,13
"SOUTHERN FIRST BANCSHARES, INC.",USA233C,16
"SOUTHERN MICHIGAN BANCORP, INC",US19411,8
"SOUTHERN MICHIGAN BANCORP, INC",US89068,8
"SOUTHERN MICHIGAN BANCORP, INC",USA1A1A,16
"SOUTHERN MISSOURI BANCORP, INC.",US71220,7
"SOUTHERN MISSOURI BANCORP, INC.",USA0EEF,17
"SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.",US20600,6
"SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.",USACDC6,12
SOUTHFIRST BANCSHARES INC,US29032,5
SOUTHSHORE COMMUNITY BANK,US71692,6
"SOUTHSIDE BANCSHARES, INC",US19412,16
"SOUTHSIDE BANCSHARES, INC",USA1369,17
SOUTHTRUST CORPORATION,US34091,4
SOUTHTRUST CORPORATION,US82670,4
"SOUTHWEST BANCORP, INC",US19413,17
"SOUTHWEST BANCORP, INC",USA08E5,16
SOUTHWEST COMMUNITY BANCORP,US69914,3
SOUTHWEST COMMUNITY BANCORP,USAA8D1,5
SOUTHWEST GEORGIA FINANCIAL CORPORATION,US69916,16
SOUTHWEST GEORGIA FINANCIAL CORPORATION,USA1001,17
SOUTHWEST SECURITIES CO LTD,CN51610,5
"SP BANCORP, INC.",US84356,2
SPAR NORD BANK,DK10612,5
SPAREBANK 1 NORD-NORGE,NO31234,5
SPAREBANK 1 NOTTEROY - TONSBERG,NO47938,5
SPAREBANK 1 OSTFOLD AKERSHUS,NO37043,5
SPAREBANK 1 RINGERIKE HADELAND,NO49403,5
SPAREBANK 1 SMN,NO31810,5
SPAREBANK 1 SR-BANK ASA,NO41321,5
SPAREBANK1 BV,NO45687,5
SPAREBANKEN MORE,NO43634,5
SPAREBANKEN OST,NO46449,5
SPAREBANKEN SOR,NO33861,5
SPAREBANKEN VEST,NO35896,5
SPAREKASSEN FYN AF 1846 A/S,DK10533,5
SPARKASSE BANK DD,BA40547,3
SPARKASSE BANK MAKEDONIJA A.D.,MK42980,5
SREI INFRASTRUCTURE FINANCE LIMITED,IN48164,3
SRH NV,NL45620,5
SRPSKA BANKA AD,RS16594,5
ST. GALLER KANTONALBANK AG,CH31717,5
"ST. JOSEPH BANCORP, INC.",US84355,2
ST. JOSEPH CAPITAL CORPORATION,US69925,6
ST. JOSEPH CAPITAL CORPORATION,US90244,1
ST. JOSEPH CAPITAL CORPORATION,USA2BCB,6
ST. KITTS-NEVIS-ANGUILLA NATIONAL BANK LTD,KN33927,3
STANBIC BANK UGANDA LTD,UG36962,5
STANBIC HOLDINGS PLC,KE45086,5
STANBIC IBTC BANK PLC,NG46231,3
STANBIC IBTC HOLDINGS PLC,NG51177,5
STANDARD BANK GROUP LIMITED,ZA31887,5
STANDARD BANK LIMITED,BD49316,5
STANDARD BANK LIMITED,MW43841,3
STANDARD CHARTERED BANK (PAKISTAN),PK21731,5
STANDARD CHARTERED BANK (TAIWAN) LIMITED,TW37067,5
STANDARD CHARTERED BANK (THAI) PUBLIC COMPANY LIMITED,TH31666,5
STANDARD CHARTERED BANK BOTSWANA LTD,BW31896,5
STANDARD CHARTERED BANK GHANA LIMITED,GH44474,5
STANDARD CHARTERED BANK KENYA,KE36974,4
STANDARD CHARTERED BANK KOREA LIMITED,KR31214,5
STANDARD CHARTERED BANK NEPAL LIMITED,NP32756,6
STANDARD CHARTERED BANK ZAMBIA PLC - SCBZ PLC,ZM37593,5
STANDARD CHARTERED PLC,GB24831,5
STANDARD CHARTERED PLC,GB24832,3
STANDARD FINANCIAL CORP,US83770,6
STATE BANCORP INC,US17537,12
STATE BANCORP INC,US83940,11
STATE BANK AND TRUST COMPANY,US71695,12
STATE BANK CORP.,US90550,11
STATE BANK FINANCIAL CORPORATION,US73345,6
STATE BANK FINANCIAL CORPORATION,USCFF51,10
STATE BANK OF BIKANER AND JAIPUR,IN33656,5
STATE BANK OF INDIA,IN31485,5
STATE BANK OF MYSORE,IN33163,5
STATE BANK OF TRAVANCORE,IN33032,5
STATE FINANCIAL SERVICES CORPORATION,US19414,5
STATE FINANCIAL SERVICES CORPORATION,USA0AEB,5
"STATE INVESTORS BANCORP, INC",US83810,3
"STATE OF FRANKLIN BANCSHARES, INC.",US69935,6
"STATE OF FRANKLIN BANCSHARES, INC.",US90251,2
STATE STREET CORPORATION,US34065,16
STATE STREET CORPORATION,US84020,17
STELLA-BANK OAO,RU28478,3
STELLARONE CORPORATION,US70098,14
STELLARONE CORPORATION,USA384A,13
STERLING BANCORP,US44496,13
STERLING BANCORP,US8356N,13
STERLING BANCORP INC,US29004,4
STERLING BANCORP INC,USA1D6B,18
"STERLING BANCSHARES, INC",US48464,11
"STERLING BANCSHARES, INC",USA021F,11
STERLING BANK PLC,NG35719,5
"STERLING BANK, NEW JERSEY",US65846,8
STERLING BANKS INC,US84798,3
STERLING FINANCIAL CORPORATION,US16518,8
STERLING FINANCIAL CORPORATION,US29051,9
STERLING FINANCIAL CORPORATION,USA0316,14
STERLING FINANCIAL CORPORATION,USA1ABE,7
STERLINGSOUTH BANK & TRUST COMPANY,US65849,4
STEWARD BANK LIMITED,ZW51828,3
STEWARDSHIP FINANCIAL CORPORATION,US69942,13
STEWARDSHIP FINANCIAL CORPORATION,US90255,3
STEWARDSHIP FINANCIAL CORPORATION,USAEDDF,14
STIFEL FINANCIAL CORP,US49567,9
STOCK YARD BANCORP INC,US69820,16
STOCK YARD BANCORP INC,USA119F,17
STONEGATE BANK,US71696,12
STONEGATE BANK,USDC3E4,8
