Company name,OSIRIS Identification Number,count_records
STOPANSKA BANKA A.D. SKOPJE,MK30961,5
"STOPANSKA BANKA AD, BITOLA",MK45348,5
STOREBRAND BANK ASA,NO37590,5
"STURGIS BANCORP, INC.",US90260,11
SUBHALAXMI FINANCE LIMITED,NP12028,2
SUBSIDIARY BANK 'SBERBANK OF RUSSIA' JOINT STOCK COMPANY - SB SBERBANK JSC,KZ46646,5
"SUCCESS BANCSHARES, INC.",US87679,1
"SUCCESS BANCSHARES, INC.",USA161A,1
SUDAMERIS BANK SAEC,PY32294,8
SUDANESE FRENCH BANK PUBLIC LIMITED COMPANY (THE),SD42006,1
SUEZ CANAL BANK,EG31844,5
SUFFOLK BANCORP,US69953,16
SUFFOLK BANCORP,US84770,17
SUGAR CREEK FINANCIAL CORPORATION,US83915,3
SUGAR CREEK FINANCIAL CORPORATION,US84325,2
SUMER COMMERICAL BANK PSC,IQ15145,3
SUMER COMMERICAL BANK PSC,IQ57398,2
SUMITOMO MITSUI BANKING CORPORATION,JP49454,11
SUMITOMO MITSUI BANKING CORPORATION,JP49947,11
"SUMITOMO MITSUI FINANCIAL GROUP, INC",JP16808,11
"SUMITOMO MITSUI FINANCIAL GROUP, INC",JP19841,11
"SUMITOMO MITSUI FINANCIAL GROUP, INC",JPA73F3,6
SUMITOMO MITSUI TRUST BANK LIMITED,JP30264,11
SUMITOMO MITSUI TRUST BANK LIMITED,JP34398,11
"SUMITOMO MITSUI TRUST HOLDINGS, INC",JP18877,11
"SUMITOMO MITSUI TRUST HOLDINGS, INC",JP18878,11
SUMMIT BANCORP,US34086,1
SUMMIT BANCORP,USA0DF1,1
"SUMMIT BANCSHARES, INC., CALIFORNIA",US90263,12
"SUMMIT BANCSHARES, INC., TEXAS",US69958,6
"SUMMIT BANCSHARES, INC., TEXAS",USA07D2,6
SUMMIT BANK CORPORATION,US45178,6
SUMMIT BANK CORPORATION,USA174D,6
SUMMIT BANK LIMITED,PK14155,5
SUMMIT BANK LIMITED,PK21754,5
SUMMIT FINANCIAL CORPORATION,US69962,5
SUMMIT FINANCIAL CORPORATION,USA0CDF,5
"SUMMIT FINANCIAL GROUP, INC.",US69963,16
"SUMMIT FINANCIAL GROUP, INC.",USA2368,17
SUMMIT MICRO FINANCE DEVELOPMENT BANK LIMITED,NP12182,2
SUMMIT STATE BANK,US65889,15
SUMMIT STATE BANK,USAD016,14
SUMNER BANK & TRUST,US71697,12
SUN AMERICAN BANCORP,US71186,6
SUN AMERICAN BANCORP,USA9BE5,9
"SUN BANCORP, INC",US19266,16
"SUN BANCORP, INC",USA1A05,17
"SUN BANCORP, INC.",US69965,4
"SUN BANCORP, INC.",US84927,4
"SUN BANCSHARES, INC.",US85401,5
SUN HUNG KAI & CO. LIMITED,HK44768,3
SUNCORP GROUP LIMITED,AU12790,4
SUNCORP-METWAY LTD,AU36790,4
SUNDARAM FINANCE LTD,IN27180,3
SUNNYSIDE BANCORP INC,US83881,3
SUNRISE BANK LIMITED,NP27559,6
"SUNSHINE BANCORP, INC.",US83926,2
"SUNTRUST BANKS, INC.",US34023,16
"SUNTRUST BANKS, INC.",US8468N,17
SUNWEST BANK,US65915,15
SUNWEST BANK,US96035,1
SUPERIOR BANCORP,US19282,5
SUPERIOR BANCORP,USA1D4B,10
SUPREME DEVELOPMENT BANK LTD,NP12073,4
SURETY CAPITAL CORPORATION,US69969,4
SURETY CAPITAL CORPORATION,USA0859,7
SURREY BANCORP,US90555,12
"SUSQUEHANNA BANCSHARES, INC.",US41854,15
"SUSQUEHANNA BANCSHARES, INC.",US85400,15
SUSQUEHANNA COMMUNITY FINANCIAL INC,US90272,11
SUSSEX BANCORP,US69972,8
SUSSEX BANCORP,US90269,8
SUSSEX BANCORP,USA1966,17
SVB FINANCIAL GROUP,US41933,16
SVB FINANCIAL GROUP,US81035,17
"SVB FINANCIAL SERVICES, INC",US19415,5
"SVB FINANCIAL SERVICES, INC",USA1B4D,5
SVENSKA HANDELSBANKEN,SE30723,5
SVENSKA HANDELSBANKEN,SE30773,3
SWAROJGAR LAGHUBITTA BIKAS BANK LIMITED,NP12183,2
SWEDBANK AB,SE31268,5
SWEDBANK AB,SE31271,3
SWEDBANK AB,SEA230D,16
SWEDBANK AS,EE37808,3
SWEDBANK AS,EE45119,5
SWISSQUOTE GROUP HOLDING LTD.,CH17909,5
SWS GROUP INC,US43822,3
SYDBANK A/S,DK10629,5
SYDBANK A/S,DK45118,3
SYNCHRONY FINANCIAL,US51531,1
SYNCHRONY FINANCIAL,USEEA47,8
SYNDICATE BANK,IN31176,5
SYNERGY FINANCE LTD,NP12119,4
SYNOVUS FINANCIAL CORP,US34270,16
SYNOVUS FINANCIAL CORP,US8515N,17
SYRIA GULF BANK SA,SY27096,5
SYRIA INTERNATIONAL ISLAMIC BANK,SY26589,4
"T BANCSHARES, INC",US23592,5
"T BANCSHARES, INC",US53715,12
"T BANCSHARES, INC",USB15D5,10
TA CHONG BANK LTD.,TW33824,5
TADAMON ISLAMIC BANK,SD32224,4
TAIB BANK B.S.C.,BH33823,3
TAICHUNG COMMERCIAL BANK,TW41367,5
TAIKO BANK LTD,JP17234,11
TAIKO BANK LTD,JP32640,11
"TAIPEI FUBON COMMERCIAL BANK CO., LTD.",TW31013,5
"TAISHIN FINANCIAL HOLDING CO., LTD",TW16303,5
TAISHIN INTERNATIONAL BANK PUBLIC COMPANY,TW35821,5
TAIWAN BUSINESS BANK PUBLIC COMPANY,TW32347,4
TAIWAN COOPERATIVE BANK PUBLIC COMPANY,TW47769,5
TAIWAN COOPERATIVE FINANCIAL HOLDING CO LTD,TW16243,5
TAKAGI SECURITIES CO LTD,JP51805,11
TAKAGI SECURITIES CO LTD,JP51806,11
TALMER BANCORP INC,US73324,6
TALMER BANCORP INC,USED9C5,6
TAMALPAIS BANCORP,US23855,1
TAMALPAIS BANCORP,USA8831,9
TAMWEEL PJSC,AE25177,1
TAPEI STAR BANK,TW26669,5
TAPEI STAR BANK,TW50744,5
TATRA BANKA A.S.,SK19843,3
TATRA BANKA A.S.,SK37500,5
"TAYLOR CAPITAL GROUP, INC",US47089,14
"TAYLOR CAPITAL GROUP, INC",USA594A,14
TCF FINANCIAL CORPORATION,US37264,16
TCF FINANCIAL CORPORATION,US8550N,16
TCS GROUP HOLDING PLC,CY11858,5
TD BANK US HOLDING COMPANY,US41821,15
TD BANK US HOLDING COMPANY,US69650,7
TD MORTGAGE INVESTMENT CORPORATION,CA54214,8
TD WATERHOUSE GROUP INC,US49373,4
"TEAM FINANCIAL, INC",US69987,9
"TEAM FINANCIAL, INC",USA1F44,8
TECHE HOLDING COMPANY,US40413,3
TECHE HOLDING COMPANY,USA0C3A,14
TEKFEN HOLDING AS,TR40324,5
TELENOR BANKA AD BEOGRAD,RS49028,5
TEMECULA VALLEY BANCORP INC.,US69990,7
TEMECULA VALLEY BANCORP INC.,USAA91E,8
"TENNESSEE COMMERCE BANCORP, INC.",US71230,7
"TENNESSEE COMMERCE BANCORP, INC.",USAC9B5,8
"TENNESSEE VALLEY FINANCIAL HOLDINGS, INC.",US83029,15
TERRITORIAL BANCORP INC,US68383,5
TERRITORIAL BANCORP INC,USB3EB4,11
"TEXAS CAPITAL BANCSHARES, INC",US19416,16
"TEXAS CAPITAL BANCSHARES, INC",USA55A2,17
"TEXAS REGIONAL BANCSHARES, INC",US48066,7
"TEXAS REGIONAL BANCSHARES, INC",USA0724,6
"TEXAS UNITED BANCSHARES, INC.",US70001,7
"TEXAS UNITED BANCSHARES, INC.",USA659D,6
TEXIMBANK - PEB TEXIM AD,BG42684,5
TEXIMBANK - PEB TEXIM AD,BG50605,8
TF FINANCIAL CORPORATION,US17153,2
TF FINANCIAL CORPORATION,USA0C75,14
THANACHART BANK PUBLIC COMPANY LIMITED,TH49975,5
THANACHART CAPITAL PUBLIC COMPANY LIMITED,TH47770,5
THE 77 BANK,JP30216,11
THE 77 BANK,JP47962,11
THE ADIRONDACK TRUST COMPANY,US65985,15
THE AOMORI BANK LTD,JP17120,11
THE AOMORI BANK LTD,JP30643,11
THE APPLE VALLEY BANK & TRUST COMPANY,US66005,7
THE APPLE VALLEY BANK & TRUST COMPANY,USB3C1B,2
THE AWA BANK,JP17156,11
THE AWA BANK,JP31552,11
THE BANCORP BANK,US73352,15
"THE BANK OF RICHMOND, NATIONAL ASSOCIATION",US66109,5
"THE BANK OF SAGA, LTD",JP17167,11
"THE BANK OF SAGA, LTD",JP33147,11
THE BANK OF TOKYO - MITSUBISHI UFJ LTD - KABUSHIKI KAISHA MITSUBISHI TOKYO UFJ GINKO,JP44130,11
THE BANK OF TOKYO - MITSUBISHI UFJ LTD - KABUSHIKI KAISHA MITSUBISHI TOKYO UFJ GINKO,JP44131,11
THE BANK OF TOKYO - MITSUBISHI UFJ LTD - KABUSHIKI KAISHA MITSUBISHI TOKYO UFJ GINKO,JPA2D94,2
"THE BANK OF TOYAMA, LTD",JP17244,11
"THE BANK OF TOYAMA, LTD",JP33148,11
"THE BANK OF YOKOHAMA, LTD",JP30269,11
"THE BANK OF YOKOHAMA, LTD",JP41405,11
THE BLACKSTONE GROUP L.P.,US51095,5
"THE CHUGOKU BANK, LTD",JP30783,11
"THE CHUGOKU BANK, LTD",JP47967,11
THE CHUO MITSUI TRUST & BANKING CO LTD,JP48491,7
THE CHUO MITSUI TRUST & BANKING CO LTD,JP48701,7
THE COMMERCIAL BANK (QSC),QA30903,5
THE CONNECTICUT BANK AND TRUST COMPANY,US71435,8
THE CONNECTICUT BANK AND TRUST COMPANY,USB085C,9
THE DAISHI BANK LTD,JP17175,11
THE DAISHI BANK LTD,JP32226,11
"THE EHIME BANK, LTD",JP17177,11
"THE EHIME BANK, LTD",JP32330,11
THE EIGHTEENTH BANK,JP17178,11
THE EIGHTEENTH BANK,JP32978,11
THE EPHRATA NATIONAL BANK,US66409,15
THE FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY,US66535,15
THE FIRST MARBLEHEAD CORPORATION,US73369,3
THE FIRST NATIONAL BANK OF WELLSTON,US66914,12
THE FREEDOM BANK OF VIRGINIA,US66992,15
THE FUKUI BANK LTD,JP17181,11
THE FUKUI BANK LTD,JP30974,11
THE GIFU BANK LTD,JP17185,7
THE GIFU BANK LTD,JP32311,5
THE GUNMA BANK LTD,JP31117,11
THE GUNMA BANK LTD,JP47934,11
THE HIGO BANK,JP17187,11
THE HIGO BANK,JP33089,11
THE HOKKOKU BANK LTD,JP30051,11
THE HOKKOKU BANK LTD,JP48551,11
THE HOKUETSU BANK LTD,JP30812,11
THE HOKUETSU BANK LTD,JP48552,11
"THE IMAMURA SECURITIES CO., LTD",JP56348,4
THE JUROKU BANK LTD,JP33271,11
THE JUROKU BANK LTD,JP47970,11
THE KAGOSHIMA BANK LTD,JP17197,11
THE KAGOSHIMA BANK LTD,JP30588,11
"THE KEIYO BANK, LTD",JP17200,11
"THE KEIYO BANK, LTD",JP32614,11
THE KINKI OSAKA BANK LTD,JP49654,3
THE KINKI OSAKA BANK LTD,JP49748,2
"THE KOSEI SECURITIES CO., LTD",JP51799,11
THE KUMAMOTO BANK LTD,JP56289,11
THE LEGACY BANK,US67104,4
THE LEGACY BANK,USA98FD,6
"THE LITTLE BANK, INCORPORATED",US67112,15
THE MARS NATIONAL BANK INC,US67138,15
"THE MICHINOKU BANK, LTD",JP17205,11
"THE MICHINOKU BANK, LTD",JP32669,10
THE MIE BANK LTD,JP17206,11
THE MIE BANK LTD,JP32482,11
"THE MIYAZAKI TAIYO BANK, LTD",JP17212,11
"THE MIYAZAKI TAIYO BANK, LTD",JP42602,11
THE NANTO BANK LTD,JP17215,11
THE NANTO BANK LTD,JP33421,11
THE NATIONAL BANK OF KUWAIT - EGYPT SAE - NBK,EG31290,5
THE NATIONAL BANK TNB,PS11431,5
THE NISHI-NIPPON CITY BANK LTD,JP33155,11
THE NISHI-NIPPON CITY BANK LTD,JP47971,11
THE OITA BANK LTD,JP17218,11
THE OITA BANK LTD,JP32679,11
THE PRIVATE BANK OF CALIFORNIA,US71708,8
THE SCOTTISH BANK NATIONAL ASSOCIATION,US67386,6
THE SENSHU BANK LTD,JP17225,5
THE SENSHU BANK LTD,JP32676,5
"THE SHIGA BANK, LTD",JP17227,11
"THE SHIGA BANK, LTD",JP32412,11
THE SHIKOKU BANK LTD,JP17228,11
THE SHIKOKU BANK LTD,JP31959,11
THE SHIMIZU BANK LTD,JP17229,11
THE SHIMIZU BANK LTD,JP32000,11
THE SHINWA BANK LTD,JP17230,11
THE SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED,TH47652,5
THE SIMSBURY BANK & TRUST COMPANY,US67403,15
"THE SURUGA BANK, LTD",JP17233,11
"THE SURUGA BANK, LTD",JP30402,11
THE TOHO BANK LTD,JP17237,11
THE TOHO BANK LTD,JP32667,11
"THE TOKYO TOMIN BANK, LTD",JP17240,11
"THE TOKYO TOMIN BANK, LTD",JP30262,11
"THE WASHINGTON SAVINGS BANK, FSB",US70891,1
THE WILTON BANK,US67537,11
THE YAMANASHI CHUO BANK LTD,JP17250,11
THE YAMANASHI CHUO BANK LTD,JP32504,11
THIRD CENTURY BANCORP,US83145,12
"THOMASVILLE BANCSHARES, INC",US20528,5
"THOMASVILLE BANCSHARES, INC",US91239,11
"THOMASVILLE BANCSHARES, INC",USB2687,9
"THREE RIVERS BANCORP, INC",US87613,2
"THREE RIVERS BANCORP, INC",USA236A,2
THURGAUER KANTONALBANK - BANQUE CANTONALE DE THURGOVIE,CH32854,5
TIB FINANCIAL CORP.,US70008,10
TIB FINANCIAL CORP.,USA1632,12
TIDELANDS BANCSHARES INC,US20961,7
TIDELANDS BANCSHARES INC,US73307,6
TIDELANDS BANCSHARES INC,USAD651,14
"TIMBERLAND BANCORP, INC.",US70009,16
"TIMBERLAND BANCORP, INC.",USA1A17,17
TISCO BANK PUBLIC COMPANY LIMITED,TH37763,5
TISCO FINANCIAL GROUP PCL,TH27726,5
TMB BANK PUBLIC COMPANY LIMITED,TH30592,5
TMX GROUP INC,CA52113,3
"TOCHIGI BANK, LTD.",JP17236,11
"TOCHIGI BANK, LTD.",JP31971,11
TOHOKU BANK,JP17238,11
TOHOKU BANK,JP33216,11
TOKAI TOKYO FINANCIAL HOLDINGS INC,JP35670,11
TOKAI TOKYO FINANCIAL HOLDINGS INC,JP41457,11
TOKUSHIMA BANK,JP17239,11
TOKYO CENTURY CORPORATION,JP50984,3
TOKYO STAR BANK LTD.,JP17288,11
TOKYO STAR BANK LTD.,JP32675,11
"TOKYO TY FINANCIAL GROUP , INC.",JP52040,2
"TOKYO TY FINANCIAL GROUP , INC.",JP52335,2
"TOMATO BANK, LTD",JP17241,11
"TOMATO BANK, LTD",JP32360,11
TOMONY HOLDINGS INC,JP15559,6
TOMONY HOLDINGS INC,JP15560,6
TOMPKINS FINANCIAL CORP,US17404,16
TOMPKINS FINANCIAL CORP,US88925,17
TOMS JOINT-STOCK INVESTMENT-COMMERCIAL INDUSTRIAL-CONSTRUCTION BANK OAO - TOMSKPROMSTROYBANK,RU28212,3
TORONTO DOMINION BANK,CA33411,17
TORONTO DOMINION BANK,CAA1C97,17
TOTALBANKEN A/S,DK10330,5
TOTENS SPAREBANK,NO44135,5
TOTTORI BANK,JP17242,11
TOTTORI BANK,JP32023,11
"TOUCHMARK BANCSHARES, INC.",US83440,8
TOURISM DEVELOPMENT BANK LTD,NP50027,3
TOWA BANK,JP17243,11
TOWA BANK,JP33219,11
TOWER BANCORP INC.,US70012,12
TOWER BANCORP INC.,US89100,11
TOWER CORPORATION,PA40268,3
TOWER FINANCIAL CORPORATION,US70013,13
TOWER FINANCIAL CORPORATION,USA20A9,14
TOWN CENTER BANK,US71999,11
TOWNE BANK,US67580,15
TOWNE BANK,USAA893,15
TOWNE BANK OF ARIZONA,US71446,6
TOYO SECURITIES CO LTD,JP50777,11
TOYO SECURITIES CO LTD,JP51781,11
TP ICAP PLC,GB25479,3
TRADEGATE AG WERTPAPIERHANDELSBANK,DE26683,5
"TRADERS HOLDINGS CO.,LTD",JP56356,11
"TRADERS HOLDINGS CO.,LTD",JP56357,11
TRANSACTION CAPITAL LIMITED,ZA27092,3
TRANSILVANIA BANK - BANCA TRANSILVANIA SA,RO16826,2
TRANSILVANIA BANK - BANCA TRANSILVANIA SA,RO44741,5
"TREATY OAK BANCORP, INC",US84666,7
TRI CITY BANKSHARES CORPORATION,US19417,16
TRI CITY BANKSHARES CORPORATION,USB2711,6
"TRI-COUNTY FINANCIAL GROUP, INC.",US70023,10
"TRI-COUNTY FINANCIAL GROUP, INC.",US90332,6
"TRI-STATE 1ST BANC, INC.",US82620,15
TRI-VALLEY BANK,US71712,12
TRICO BANCSHARES,US19418,16
TRICO BANCSHARES,USA089D,17
"TRINITY BANK, N.A.",US67606,14
TRISTATE CAPITAL HOLDINGS INC,US73308,7
TRISTATE CAPITAL HOLDINGS INC,USE5BC0,9
TRISTONE COMMUNITY BANK,US71448,5
TRISTONE COMMUNITY BANK,USB3904,2
"TRIUMPH BANCORP, INC",US73392,3
"TRIUMPH BANCORP, INC",USF1E9B,5
TRIVENI BIKAS BANK LTD - TRIVENI,NP11031,4
TROY FINANCIAL CORPORATION,US16146,4
TROY FINANCIAL CORPORATION,USA1F38,4
TRUST BANK LIMITED (THE GAMBIA),GM49596,2
TRUST BANK LIMITED (THE GAMBIA),GM52928,5
TRUST BANK LTD (THE),BD18831,5
TRUST BANK LTD (THE),BD51180,5
TRUST COMPANY OF NEW JERSEY (THE),US35266,2
TRUST COMPANY OF NEW JERSEY (THE),US90325,4
TRUST INVESTMENT BANK LIMITED,PK11443,5
TRUSTCO BANK CORP OF NY,US41839,6
TRUSTCO BANK CORP OF NY,US90323,17
TRUSTMARK CORPORATION,US41782,16
TRUSTMARK CORPORATION,US90332,17
TRUXTON TRUST COMPANY,US71388,13
TSB BANKING GROUP PLC,GB52392,3
TSESNABANK JSC,KZ48268,5
TSUKUBA BANK LTD,JP17199,11
TSUKUBA BANK LTD,JP33457,11
TTK BANKA AD SKOPJE,MK25280,5
TUNISIE LEASING,TN18561,5
TURK EKONOMI BANKASI A.S.,TR33161,5
TURKIYE GARANTI BANKASI A.S.,TR31302,5
TURKIYE GARANTI BANKASI A.S.,TR47999,3
TURKIYE HALK BANKASI A.S.,TR16853,2
TURKIYE HALK BANKASI A.S.,TR31028,5
TURKIYE IS BANKASI A.S. - ISBANK,TR30739,3
TURKIYE SINAI KALKINMA BANKASI A.S. - INDUSTRIAL DEVELOPMENT BANK OF TURKEY,TR32615,5
TURKIYE VAKIFLAR BANKASI TAO,TR17625,5
TURKIYE VAKIFLAR BANKASI TAO,TR48323,5
TWO RIVER BANCORP,US20938,1
TWO RIVER BANCORP,US71816,9
TWO RIVER BANCORP,USACA16,15
TWO RIVER COMMUNITY BANK,US67629,15
"TWO RIVERS FINANCIAL GROUP, INC.",US69117,13
UBANK LTD,IL32338,4
UBS AG,CH46911,5
UBS AG,CH48820,3
UBS AG,CHA25A7,14
UBS GROUP AG,CH52344,3
UBS GROUP AG,CHF3131,17
"UCBH HOLDINGS, INC",US48069,9
"UCBH HOLDINGS, INC",USA1DA2,9
UCO BANK,IN31486,5
UKRAINIAN PROFESSIONAL BANK,UA26710,4
UKRAINSKIY BUDIVELNO INVESTITSIYNIY BANK OAO,UA56416,3
UKRGASBANK PJSC,UA17371,3
UMB FINANCIAL CORPORATION,US34100,16
UMB FINANCIAL CORPORATION,US92000,17
UMPQUA HOLDINGS CORPORATION,US19419,16
UMPQUA HOLDINGS CORPORATION,USA1B36,17
UMWELTBANK AG,DE46603,5
UNIBANK CJSC,AM40600,3
UNICAJA BANCO SA,ES51613,3
UNICAJA BANCO SA,ES52883,2
UNICREDIT BANK AD BANJA LUKA,BA47950,2
UNICREDIT BANK AG,DE46801,5
UNICREDIT BANK AG,DE46802,5
UNICREDIT BANK AUSTRIA AG - BANK AUSTRIA,AT46588,5
UNICREDIT BANK DD,BA46705,5
UNICREDIT LEASING SPA,IT49635,1
UNICREDIT SPA,IT47295,5
UNICREDIT SPA,IT47948,5
"UNIFIN FINANCIERA, SAB DE CV SOFOM ENR",MX16953,3
UNION BANCAIRE POUR LE COMMERCE ET L'INDUSTRIE SA UBCI,TN31569,5
"UNION BANCORP, INC.",US84387,13
UNION BANK OF COLOMBO PLC,LK43760,5
UNION BANK OF INDIA,IN31365,5
UNION BANK OF IRAQ,IQ13976,5
UNION BANK OF ISRAEL LTD,IL47592,5
UNION BANK OF NIGERIA PLC,NG46364,5
UNION BANK OF TAIWAN PUBLIC COMPANY,TW37354,5
UNION BANK OF THE PHILIPPINES,PH31590,5
UNION BANK OF THE PHILIPPINES,PH45453,8
UNION BANKA DD SARAJEVO,BA48773,3
UNION BANKSHARES COMPANY,US48070,8
UNION BANKSHARES CORPORATION,US70043,16
UNION BANKSHARES CORPORATION,USA13BA,17
"UNION BANKSHARES, INC",US20948,7
"UNION BANKSHARES, INC",US48071,9
"UNION BANKSHARES, INC",USA2669,16
UNION FINANCIERE DE FRANCE BANQUE SA,FR11176,5
UNION INTERNATIONALE DE BANQUES,TN30174,5
UNION NATIONAL BANK,AE43329,5
UNION NATIONAL BANK - EGYPT SAE,EG30894,5
UNION NATIONAL FINANCIAL CORPORATION,US19420,10
UNION NATIONAL FINANCIAL CORPORATION,USB0F34,5
UNION PLANTERS CORPORATION,US37382,4
UNION PLANTERS CORPORATION,US9183N,4
UNIONE DI BANCHE ITALIANE SCPA - UBI BANCA,IT16185,5
UNIONE DI BANCHE ITALIANE SCPA - UBI BANCA,IT16923,5
UNIQUE FINANCIAL INSTITUTION LTD,NP12021,4
UNITED AMERICAN BANK,US67700,14
UNITED ARAB BANK PJSC,AE30958,5
"UNITED BANCORP, INC",US89036,10
"UNITED BANCORP, INC., MICHIGAN",US70051,14
"UNITED BANCORP, INC., MICHIGAN",USAA911,14
"UNITED BANCORPORATION OF ALABAMA, INC.",US90349,9
"UNITED BANCSHARES, INC.",US70055,15
"UNITED BANCSHARES, INC.",US90350,2
"UNITED BANCSHARES, INC.",USA2CF5,17
UNITED BANK FOR AFRICA PLC,NG45329,5
UNITED BANK FOR INVESTMENT,IQ11941,5
UNITED BANK LIMITED,PK19795,5
UNITED BANK LIMITED,PK31587,5
UNITED BANK OF INDIA,IN34197,5
"UNITED BANKSHARES, INC.",US41855,16
"UNITED BANKSHARES, INC.",US91690,17
UNITED COMMERCIAL BANK LTD,BD12860,5
UNITED COMMERCIAL BANK LTD,BD37556,5
UNITED COMMUNITY BANCORP,US84473,1
UNITED COMMUNITY BANCORP,US91445,2
UNITED COMMUNITY BANCORP,US91629,1
UNITED COMMUNITY BANCORP,USAE17D,14
"UNITED COMMUNITY BANKS, INC",US48072,16
"UNITED COMMUNITY BANKS, INC",USA3FCD,17
UNITED COMMUNITY FINANCIAL CORP,US29053,4
UNITED COMMUNITY FINANCIAL CORP,USA1B60,16
UNITED FINANCE COMPANY,OM23506,3
"UNITED FINANCIAL BANKING COMPANIES, INC.",US90571,12
UNITED FINANCIAL CORP.,US19422,6
UNITED FINANCIAL CORP.,US89044,1
UNITED FINANCIAL CORP.,US92045,6
UNITED GULF BANK (BSC) EC,BH32486,5
UNITED NATIONAL BANCORP,US41980,4
UNITED NATIONAL BANCORP,US92010,3
UNITED OVERSEAS BANK (THAI) PCL,TH48132,5
UNITED OVERSEAS BANK LIMITED UOB,SG31707,5
UNITED OVERSEAS BANK LIMITED UOB,SGA2468,16
UNITED SECURITY BANCSHARES,US70066,14
UNITED SECURITY BANCSHARES,US90355,1
UNITED SECURITY BANCSHARES,USA2307,17
"UNITED TENNESSEE BANKSHARES, INC",US29054,5
UNITI FINANCIAL CORPORATION,US16532,5
"UNITY BANCORP, INC",US19423,16
"UNITY BANCORP, INC",USA162A,17
UNITY BANK PLC,NG27090,5
UNIVERSAL BANK (OJSC),UA26903,3
UNIVERSAL CAPITAL BANK AD PODGORICA,ME11905,5
UNIVERSAL INVESTMENT BANK AD SKOPJE,MK48920,5
"UNIVERSITY BANCORP, INC",US29058,16
UNIVEST CORPORATION OF PENNSYLVANIA,US41970,16
UNIVEST CORPORATION OF PENNSYLVANIA,US93052,16
UNIZAN FINANCIAL CORP,US17631,6
UNIZAN FINANCIAL CORP,USA1029,5
UOB KAY HIAN HOLDINGS LIMITED,SG17082,5
"UPBANCORP, INC",US19424,3
URAL BANK FOR RECONSTRUCTION & DEVELOPMENT,RU32233,5
URALS TRANSPORT PJSC - URALTRANSBANK,RU44704,5
US BANCORP,US49683,16
US BANCORP,USA297F,17
"USAMERIBANCORP, INC",US73021,8
USB BANK PLC,CY27930,5
"USB HOLDING CO, INC",US48068,8
"USB HOLDING CO, INC",USA13B9,7
UT BANK LIMITED,GH10355,4
UTTARA BANK LIMITED,BD44326,5
UTTARA BANK LIMITED,BD51651,4
UWHARRIE CAPITAL CORP,US70077,10
UWHARRIE CAPITAL CORP,US90143,6
UWHARRIE CAPITAL CORP,USB12DE,14
VABANK - VSEUKRAINSKY AKTSIONERNY BANK,UA38624,6
"VAIL BANKS, INC.",US70078,6
"VAIL BANKS, INC.",USA1D4C,6
VAKIF FINANSAL KIRALAMA A.S - VAKIF LEASING,TR50216,3
VAKUFSKA BANKA DD SARAJEVO,BA18573,3
VALARTIS GROUP AG,CH42205,1
VALIANT HOLDING,CH46574,5
VALLEY BANCORP,US70079,3
VALLEY BANCORP,USA9FC1,5
VALLEY COMMERCE BANCORP,US90574,13
"VALLEY COMMUNITY BANK, CALIFORNIA",US67814,13
VALLEY FINANCE LIMITED,NP54330,1
VALLEY FINANCIAL CORPORATION,US70083,15
VALLEY FINANCIAL CORPORATION,USA7437,15
VALLEY NATIONAL BANCORP,US34278,16
VALLEY NATIONAL BANCORP,US93750,17
VALORE ITALIA HOLDING,IT50028,4
VALUE CONVERGENCE HOLDINGS LIMITED,HK51783,3
VALUE GRUPO FINANCIERO SAB DE CV,MX52341,3
VALUE GRUPO FINANCIERO SAB DE CV,MXABEC4,16
VALUE MANAGEMENT & RESEARCH AG,DE12868,3
VAN LANSCHOT NV,NL22273,5
VANTAGESOUTH BANCSHARES INC,US51870,9
VANTAGESOUTH BANCSHARES INC,USA24A3,14
VARENGOLD BANK AG,DE25570,5
VENETO BANKA D.D.,HR48208,5
"VENEZOLANO DE CREDITO SA, BANCO UNIVERSAL",VE30577,4
"VENEZOLANO DE CREDITO SA, BANCO UNIVERSAL",VE49690,11
"VENEZOLANO DE CREDITO SA, BANCO UNIVERSAL",VEA8B89,12
"VERITEX HOLDINGS, INC.",US20696,1
"VERITEX HOLDINGS, INC.",US91263,5
"VERITEX HOLDINGS, INC.",USF181E,7
VERSABANK,CA40555,15
VERSABANK,CAE45CC,7
VERSAILLES FINANCIAL CORPORATION,US83760,5
VESTJYSK BANK A/S,DK43539,5
VIB CORP,US19425,6
VIB CORP,USA1C71,2
VIBOR BIKAS BANK LTD,NP11701,4
VICTORIABANK S.A.,MD46287,5
VIEL & COMPAGNIE SA,FR19165,3
VIETNAM EXPORT IMPORT COMMERCIAL JOINT STOCK BANK,VN38474,5
VIETNAM JOINT-STOCK COMMERCIAL BANK FOR INDUSTRY AND TRADE,VN42004,5
VIJAYA BANK,IN31713,5
VIJAYA LAGHU BITTA BITTIYA SANSTHA LTD,NP12223,2
VILLAGE BANK AND TRUST FINANCIAL CORP,US20820,4
VILLAGE BANK AND TRUST FINANCIAL CORP,US29059,8
VILLAGE BANK AND TRUST FINANCIAL CORP,USAB471,14
VINACAPITAL VIETNAM OPPORTUNITY FUND LIMITED,GB17000,1
VINACAPITAL VIETNAM OPPORTUNITY FUND LIMITED,GB54717,3
VINALAND LIMITED,VN17036,3
VINEYARD NATIONAL BANCORP,US70095,8
