Company name,WVB No,OSIRIS Identification Number,count_records,min_date,max_date
SAIGON THUONG TIN COMMERCIAL JOINT-STOCK BANK- SACOMBANK - NGAN HANG SAIGON THUONG TIN,40001FU,VN43452,4,2011-12-31,2014-12-31
"SAINT-PETERSBURG COMMERCIAL BANK ""TAVRICHESKY"" OAO - BANK TAVRICHESKIY",RU27456165,RU23467,3,2013-12-31,2015-12-31
"SALISBURY BANCORP, INC.",33117NU,US69828,12,2000-12-31,2015-12-31
"SALISBURY BANCORP, INC.",33117NU,USA1C8F,17,2000-12-31,2016-12-31
SALLING BANK A/S,30100SD,DK44926,5,2011-12-31,2015-12-31
SAMBA BANK LIMITED,30650FP,PK16719,5,2011-12-31,2015-12-31
SAMBA FINANCIAL GROUP,30030GS,SA30906,5,2011-12-31,2015-12-31
SAMPATH BANK PLC,30062FS,LK47766,5,2011-12-31,2015-12-31
"SAMSUNG CARD CO., LTD",40487FK,KR29147,5,2011-12-31,2015-12-31
SAMSUNG SECURITIES CO LTD,30051FK,KR18882,1,2015-12-31,2015-12-31
SAN DIEGO COMMUNITY BANK,60666NU,US62621,4,2002-12-31,2005-12-31
SAN DIEGO COMMUNITY BANK,60666NU,USAC01D,3,2003-12-31,2005-12-31
SAN DIEGO TRUST BANK,US200108496,US71415,10,2003-12-31,2012-12-31
SAN JOAQUIN BANCORP,40990NU,US71826,3,2006-12-31,2008-12-31
SAN JOAQUIN BANCORP,40990NU,USB109E,4,2005-12-31,2008-12-31
SAN JOAQUIN BANK,60677NU,US65326,7,2002-12-31,2008-12-31
"SAN-IN GODO BANK, LTD",30432FJ,JP17222,11,2006-03-31,2016-03-31
"SAN-IN GODO BANK, LTD",30432FJ,JP33057,11,2006-03-31,2016-03-31
SANASA DEVELOPMENT BANK PLC,30307FS,LK52160,5,2011-12-31,2015-12-31
SANDNES SPAREBANK,30128SN,NO49565,5,2011-12-31,2015-12-31
"SANDY SPRING BANCORP, INC.",33129NU,US41988,16,2000-12-31,2015-12-31
"SANDY SPRING BANCORP, INC.",33129NU,USA11EB,17,2000-12-31,2016-12-31
SANIMA BANK LIMITED,30016FB,NP10052,5,2011-07-16,2015-07-16
"SANTA CLARA VALLEY BANK, NATIONAL ASSOCIATION",US770489305,US65336,12,2002-12-31,2013-12-31
SANTA CRUZ COUNTY BANK,US912004358,US71416,13,2004-12-31,2016-12-31
SANTANDER BANCORP,30024LL,US46652,16,2000-12-31,2015-12-31
SANTANDER BANCORP,30024LL,USA1D5D,10,2000-12-31,2009-12-31
SANTANDER UK PLC,30119EX,GB24003,3,2013-12-31,2015-12-31
SANTANDER UK PLC,30119EX,GB24986,5,2011-12-31,2015-12-31
SANTANDER UK PLC,30119EX,GBA1E11,4,2000-12-31,2003-12-31
"SAPPORO HOKUYO HOLDINGS, INC",30708FJ,JP18879,7,2006-03-31,2012-03-31
"SAPPORO HOKUYO HOLDINGS, INC",30708FJ,JP18880,7,2006-03-31,2012-03-31
SASFIN HOLDINGS LTD,30327KS,ZA48926,6,2011-06-30,2016-06-30
SAUDI BRITISH BANK JSC (THE),30026GS,SA31759,5,2011-12-31,2015-12-31
SAUDI INVESTMENT BANK (THE),30031GS,SA31519,5,2011-12-31,2015-12-31
SAUDI SUDANESE BANK,30051MR,SD19657,3,2013-12-31,2015-12-31
"SAVANNAH BANCORP, INC. (THE)",33138NU,US69832,12,2000-12-31,2011-12-31
"SAVANNAH BANCORP, INC. (THE)",33138NU,USA1376,12,2000-12-31,2011-12-31
"SAWADA HOLDINGS CO.,LTD",33456FJ,JP56351,11,2006-03-31,2016-03-31
"SAWADA HOLDINGS CO.,LTD",33456FJ,JP56352,11,2006-03-31,2016-03-31
"SB FINANCIAL GROUP, INC",37027NU,US19404,15,2000-12-31,2014-12-31
"SB FINANCIAL GROUP, INC",37027NU,US89063,1,2015-12-31,2015-12-31
"SB FINANCIAL GROUP, INC",37027NU,USA28FC,17,2000-12-31,2016-12-31
SBERBANK AD BANJA LUKA,30081OQ,BA17091,5,2011-12-31,2015-12-31
SBERBANK BH D.D.,30009OQ,BA17887,3,2013-12-31,2015-12-31
SBERBANK OF RUSSIA OAO,30033OR,RU45923,5,2011-12-31,2015-12-31
"SBERBANK SLOVENSKO, AS",40017OF,SK42553,5,2011-12-31,2015-12-31
"SBI SECURITIES CO, LTD",32899FJ,JP23818,7,2006-03-31,2012-03-31
"SBI SECURITIES CO, LTD",32899FJ,JP23819,7,2006-03-31,2012-03-31
SBM BANK MAURITIUS LTD,MU43266,MU43266,5,2011-06-30,2015-12-31
SBM HOLDINGS LTD,30016AO,MU52488,5,2011-06-30,2015-12-31
SCHNIGGE WERTPAPIERHANDELSBANK SE,30386ED,DE13559,5,2011-12-31,2015-12-31
SCHRODERS PLC,30148EX,GB24789,3,2013-12-31,2015-12-31
SCHWEIZERISCHE NATIONALBANK - BANQUE NATIONALE SUISSE,40039ES,CH30053,5,2011-12-31,2015-12-31
SCOTIA GROUP JAMAICA LIMITED,30041WJ,JM13127,5,2011-10-31,2015-10-31
SCOTIA GROUP JAMAICA LIMITED,30041WJ,JMB36F7,11,2006-10-31,2016-10-31
SCOTIA INVESTMENTS JAMAICA LIMITED,30017WJ,JM25585,5,2011-10-31,2015-10-31
SCOTIA MORTGAGE INVESTMENT CORPORATION,32077NC,CA54209,8,2000-10-31,2007-10-31
SCOTIA PERU HOLDINGS SA,30198LP,PE41186,2,2004-12-31,2005-12-31
SCOTIABANK CHILE,30322LC,CL30657,5,2011-12-31,2015-12-31
SCOTIABANK CHILE,30322LC,CLA9428,16,2000-12-31,2015-12-31
SCOTIABANK EL SALVADOR SA,30033LS,SV48584,4,2012-12-31,2015-12-31
SCOTIABANK EL SALVADOR SA,30033LS,SVACEE4,14,2002-12-31,2015-12-31
SCOTIABANK PERU SAA,30011LP,PE10213,12,2004-12-31,2015-12-31
SCOTIABANK PERU SAA,30011LP,PE48338,5,2011-12-31,2015-12-31
SCOTIABANK PERU SAA,30011LP,PEB2333,11,2002-12-31,2012-12-31
SCOTIABANK TRINIDAD & TOBAGO LIMITED,30012WF,TT43417,6,2007-10-31,2015-10-31
SCOTIABANK TRINIDAD & TOBAGO LIMITED,30012WF,TTB3738,13,2004-10-31,2016-10-31
SCOTTISH INVESTMENT TRUST PLC,90659EX,GB24796,3,2013-10-31,2015-10-31
SCOTTISH MORTGAGE INVESTMENT TRUST PLC,90660EX,GB24797,3,2014-03-31,2016-03-31
SDM BANK PJSC,40914OR,RU48731,5,2011-12-31,2015-12-31
SEACOAST BANKING CORPORATION OF FLORIDA,33197NU,US19405,16,2000-12-31,2015-12-31
SEACOAST BANKING CORPORATION OF FLORIDA,33197NU,US79600,17,2000-12-31,2016-12-31
SEACOAST COMMERCE BANK,US412061241,US65365,14,2003-12-31,2016-12-31
SEACOAST COMMERCE BANK,US412061241,USB4686,8,2008-12-31,2016-12-31
SEACOAST FINANCIAL SERVICES CORPORATION,33198NU,US48059,4,2000-12-31,2003-12-31
SEACOAST FINANCIAL SERVICES CORPORATION,33198NU,USA1D3F,4,2000-12-31,2003-12-31
SEAMICO SECURITIES PUBLIC COMPANY LIMITED,30171FT,TH16447,3,2013-12-31,2015-12-31
SEB BANKA AS,30059OL,LV42446,3,2013-12-31,2015-12-31
SEB BANKA AS,30059OL,LV46622,3,2013-12-31,2015-12-31
SEB PANK,40023OE,EE36731,3,2013-12-31,2015-12-31
SEB PANK,40023OE,EE43857,3,2013-12-31,2015-12-31
"SECOND BANCORP, INC.",33201NU,US48060,4,2000-12-31,2003-12-31
"SECOND BANCORP, INC.",33201NU,US79765,4,2000-12-31,2003-12-31
SECURE TRUST BANK PLC,40293EX,GB16215,5,2011-12-31,2015-12-31
SECURITIES AND INVESTMENT COMPANY BSC - SICO,30032GB,BH28772,5,2011-12-31,2015-12-31
SECURITIES GROUP COMPANY K.S.C.,30051GK,KW21697,4,2013-03-31,2016-03-31
"SECURITY BANCORP, INC.",US621682697,US83627,8,2009-12-31,2016-12-31
SECURITY BANK CORPORATION,30054FA,PH19888,8,2008-12-31,2015-12-31
SECURITY BANK CORPORATION,30054FA,PH44809,5,2011-12-31,2015-12-31
"SECURITY BANK CORPORATION, GEORGIA",33347NU,US69842,9,2000-12-31,2008-12-31
"SECURITY BANK CORPORATION, GEORGIA",33347NU,USA1B98,9,2000-12-31,2008-12-31
SECURITY BANK OF CALIFORNIA,US202217993,US71684,11,2005-12-31,2015-12-31
SECURITY BUSINESS BANK OF SAN DIEGO,US470847514,US65403,10,2002-12-31,2011-12-31
SECURITY FEDERAL CORPORATION,41987NU,US20939,1,2015-12-31,2015-12-31
SECURITY FEDERAL CORPORATION,41987NU,US60354,4,2011-12-31,2014-12-31
SECURITY FEDERAL CORPORATION,41987NU,USB13F9,11,2006-03-31,2015-12-31
"SECURITY NATIONAL CORPORATION, IOWA",US420943329,US69850,17,2000-12-31,2016-12-31
SEKER FINANSAL KIRALAMA A.S.,30396ET,TR50164,5,2011-12-31,2015-12-31
SEKERBANK T.A.S.,30301ET,TR32539,5,2011-12-31,2015-12-31
SELECT BANCORP INC,42201NU,US71166,12,2003-12-31,2014-12-31
SELECT BANCORP INC,42201NU,US90515,1,2015-12-31,2015-12-31
SELECT BANCORP INC,42201NU,USACAD3,15,2002-12-31,2016-12-31
"SENECA-CAYUGA BANCORP, INC.",US161601243,US82927,4,2012-12-31,2015-12-31
SENSHU IKEDA BANK LTD,30016FJ,JP17157,11,2006-03-31,2016-03-31
SENSHU IKEDA BANK LTD,30016FJ,JP33248,11,2006-03-31,2016-03-31
SENSHU IKEDA HOLDINGS INC,33539FJ,JP14493,7,2010-03-31,2016-03-31
SENSHU IKEDA HOLDINGS INC,33539FJ,JP15670,7,2010-03-31,2016-03-31
SERVICE 1ST BANCORP,US320061893,US71797,1,2005-12-31,2005-12-31
SERVICE 1ST BANCORP,US320061893,US90666,4,2003-12-31,2007-12-31
"SERVICE BANCORP, MHC",41063NU,US90202,3,2006-12-31,2008-12-31
"SERVISFIRST BANCSHARES, INC.",65402NU,US72074,9,2007-12-31,2015-12-31
"SERVISFIRST BANCSHARES, INC.",65402NU,USB2584,11,2006-12-31,2016-12-31
SETI FINANCE LTD,30191FB,NP11981,4,2012-07-15,2015-07-16
SEVEN BANK LTD,32911FJ,JP26562,4,2013-03-31,2016-03-31
SEVEN BANK LTD,32911FJ,JP51983,11,2006-03-31,2016-03-31
SEVERN BANCORP INC,36956NU,US29035,4,2012-12-31,2015-12-31
SEVERN BANCORP INC,36956NU,USA4D02,16,2000-12-31,2015-12-31
SEWA BIKAS BANK LTD,30160FB,NP11178,4,2012-07-15,2015-07-16
SEYLAN BANK PLC,30086FS,LK34969,5,2011-12-31,2015-12-31
SEYLAN BANK PLC,30086FS,LK43954,5,2011-12-31,2015-12-31
"SFB BANCORP, INC.",US621683732,US83453,4,2012-12-31,2015-12-31
"SFSB, INC.",US202077715,US83950,2,2012-12-31,2013-12-31
SHAHJALAL ISLAMI BANK LTD,30161FE,BD18676,6,2010-12-31,2015-12-31
SHANGHAI COMMERCIAL & SAVINGS BANK LTD,40579FC,TW30839,5,2011-12-31,2015-12-31
SHANGHAI PUDONG DEVELOPMENT BANK,30950PC,CN38659,5,2011-12-31,2015-12-31
SHARJAH ISLAMIC BANK,30101GU,AE42690,5,2011-12-31,2015-12-31
SHENANDOAH NATIONAL BANK,61491NU,US65488,4,2002-12-31,2005-12-31
SHENGJING BANK,42476PC,CN25508,2,2014-12-31,2015-12-31
SHIMANE BANK LTD,33572FJ,JP18592,11,2006-03-31,2016-03-31
SHIMANE BANK LTD,33572FJ,JP33160,11,2006-03-31,2016-03-31
"SHIN KONG FINANCIAL HOLDING CO.,LTD",31107FC,TW40818,5,2011-12-31,2015-12-31
SHINE RESUNGA DEVELOPMENT BANK,40003FB,NP11569,4,2012-07-15,2015-07-16
SHINHAN BANK,30050FK,KR42470,5,2011-12-31,2015-12-31
SHINHAN FINANCIAL GROUP,30205FK,KR18821,5,2011-12-31,2015-12-31
SHINHAN FINANCIAL GROUP,30205FK,KRA7D9B,15,2001-12-31,2015-12-31
SHINHAN INVESTMENT CORP,30080FK,KR16575,2,2014-12-31,2015-12-31
SHINKIN CENTRAL BANK,30794FJ,JP32871,11,2006-03-31,2016-03-31
SHINKIN CENTRAL BANK,30794FJ,JP48842,11,2006-03-31,2016-03-31
SHINSEI BANK LIMITED,30006FJ,JP30140,11,2006-03-31,2016-03-31
SHINSEI BANK LIMITED,30006FJ,JP35619,8,2009-03-31,2016-03-31
SHINYOUNG SECURITIES CO,40741FK,KR39548,2,2015-03-31,2016-03-31
SHIZUOKA BANK,30425FJ,JP31448,11,2006-03-31,2016-03-31
SHIZUOKA BANK,30425FJ,JP47937,11,2006-03-31,2016-03-31
SHONAI BANK,32537FJ,JP17232,11,2006-03-31,2016-03-31
SHONAI BANK,32537FJ,JP33034,9,2006-03-31,2014-03-31
"SHORE BANCSHARES, INC.",36954NU,US69864,16,2000-12-31,2015-12-31
"SHORE BANCSHARES, INC.",36954NU,USA6496,17,2000-12-31,2016-12-31
SHORE COMMUNITY BANK,US223477689,US65496,15,2002-12-31,2016-12-31
SHORE COMMUNITY BANK,US223477689,USB1262,4,2011-12-31,2014-12-31
SHORE FINANCIAL CORPORATION,33295NU,US69865,4,2002-12-31,2005-12-31
SHORE FINANCIAL CORPORATION,33295NU,US90207,4,2000-12-31,2007-12-31
SHORE FINANCIAL CORPORATION,33295NU,USA1C3F,8,2000-12-31,2007-12-31
SHRIJANA  FINANCE LTD,40016FB,NP11891,4,2012-07-15,2015-07-16
SHRIRAM CITY UNION FINANCE LTD,31678FI,IN27471,3,2014-03-31,2016-03-31
SHRIRAM TRANSPORT FINANCE COMPANY LIMITED,30942FI,IN15898,3,2014-03-31,2016-03-31
SHUAA CAPITAL PSC,30009GU,AE40023,3,2013-12-31,2015-12-31
SI FINANCIAL GROUP INC,36978NU,US15044,4,2012-12-31,2015-12-31
SI FINANCIAL GROUP INC,36978NU,USAA032,16,2001-12-31,2016-12-31
SIAM GENERAL FACTORING PCL,90066FT,TH51249,3,2013-12-31,2015-12-31
SIAULIU BANKAS,40035OC,LT38681,5,2011-12-31,2015-12-31
SIDDHARTA BANK LTD,30049FB,NP16806,4,2012-07-16,2015-07-16
SIDDHARTA BANK LTD,30049FB,NP53730,4,2011-07-16,2015-07-16
SIDDHARTHA DEVELOPMENT BANK LIMITED,30088FB,NP54324,4,2012-07-15,2015-07-16
SIDDHARTHA FINANCE LTD,30120FB,NP12117,4,2012-07-15,2015-07-16
SIEBERT FINANCIAL CORP,33299NU,US49646,2,2013-12-31,2014-12-31
SIERRA BANCORP,30820NU,US19406,15,2001-12-31,2015-12-31
SIERRA BANCORP,30820NU,USA453D,17,2000-12-31,2016-12-31
SIGNATURE BANK,56468NU,US65511,15,2002-12-31,2016-12-31
SIGNATURE BANK,56468NU,USA8950,16,2001-12-31,2016-12-31
SILK ROAD BANK AD SKOPJE,MK4633148,MK37938,5,2011-12-31,2015-12-31
SILKBANK LIMITED,30657FP,PK46839,5,2011-12-31,2015-12-31
SILVER FALLS BANK,61873NU,US65514,7,2002-12-31,2008-12-31
SILVER STATE BANCORP,US880456212,US69872,8,2000-12-31,2007-12-31
SILVER STATE BANCORP,US880456212,USAF266,6,2002-12-31,2007-12-31
SIMMONS FIRST NATIONAL CORPORATION,33316NU,US41996,16,2000-12-31,2015-12-31
SIMMONS FIRST NATIONAL CORPORATION,33316NU,US81384,17,2000-12-31,2016-12-31
"SIMPLICITY BANCORP, INC",36781NU,US14852,3,2012-12-31,2014-12-31
"SIMPLICITY BANCORP, INC",36781NU,USA893C,14,2001-06-30,2014-06-30
SING INVESTMENTS & FINANCE LIMITED,30072FN,SG46611,3,2013-12-31,2015-12-31
SINGAPURA FINANCE LTD,30035FN,SG45805,5,2011-06-30,2015-06-30
SINGER FINANCE (LANKA) PLC,40009FS,LK50080,3,2014-03-31,2016-03-31
SINO AG,40233ED,DE40558,5,2011-09-30,2015-09-30
SINOPAC FINANCIAL HOLDINGS,31106FC,TW19783,5,2011-12-31,2015-12-31
"SIUSLAW FINANCIAL GROUP, INC",US931331856,US90209,9,2006-12-31,2014-12-31
SIYAPATHA FINANCE PLC,30318FS,LK50079,3,2013-12-31,2015-12-31
SJNB FINANCIAL CORP.,US770058227,US77730,1,2000-12-31,2000-12-31
SJNB FINANCIAL CORP.,US770058227,US87676,1,2000-12-31,2000-12-31
SK SECURITIES CO,40725FK,KR39549,2,2014-12-31,2015-12-31
SKANDIABANKEN ASA,40221SN,NO54369,3,2013-12-31,2015-12-31
SKANDINAVISKA ENSKILDA BANKEN AB,30048SS,SE30590,3,2013-12-31,2015-12-31
SKANDINAVISKA ENSKILDA BANKEN AB,30048SS,SE33297,5,2011-12-31,2015-12-31
SKB BANKA DD,40001OD,SI35960,5,2011-12-31,2015-12-31
SKB BANKA DD,40001OD,SI45388,3,2013-12-31,2015-12-31
SKJERN BANK,30174SD,DK10517,5,2011-12-31,2015-12-31
SKUE SPAREBANK,30336SN,NO27381,5,2011-12-31,2015-12-31
SKY FINANCIAL GROUP INC,33334NU,US48063,7,2000-12-31,2006-12-31
SKY FINANCIAL GROUP INC,33334NU,USA0C8A,7,2000-12-31,2006-12-31
SKYE BANK PLC,30095KN,NG19994,5,2011-12-31,2015-12-31
SLADE'S FERRY BANCORP,33338NU,US69875,8,2000-12-31,2007-12-31
SLADE'S FERRY BANCORP,33338NU,USA17D9,8,2000-12-31,2007-12-31
SLATINSKA BANKA DD,40014OJ,HR19184,5,2011-12-31,2015-12-31
SLM CORPORATION,30506NU,US51929,5,2011-12-31,2015-12-31
SMARTFINANCIAL INC,40565NU,US68612,13,2003-12-31,2015-12-31
SMARTFINANCIAL INC,40565NU,USB129C,12,2005-12-31,2016-12-31
SMB LEASING PLC,30087FS,LK25223,3,2013-12-31,2015-12-31
SMBC CONSUMER FINANCE CO LTD,30334FJ,JP48263,5,2012-03-31,2016-03-31
SMBC FRIEND SECURITIES CO LTD,30258FJ,JP27573,1,2006-03-31,2006-03-31
SMBC FRIEND SECURITIES CO LTD,30258FJ,JP48886,1,2006-03-31,2006-03-31
"SMITHTOWN BANCORP, INC",36948NU,US19407,10,2000-12-31,2009-12-31
"SMITHTOWN BANCORP, INC",36948NU,USA13CC,10,2000-12-31,2009-12-31
"SNB BANCSHARES, INC., TEXAS",US760472829,US69878,6,2000-12-31,2005-12-31
"SNB BANCSHARES, INC., TEXAS",US760472829,USA9EB7,5,2001-12-31,2005-12-31
SOCIAL ISLAMI BANK LTD,30163FE,BD47202,5,2011-12-31,2015-12-31
SOCIEDAD MATRIZ DEL BANCO DE CHILE S.A. - SM-CHILE S.A,30075LC,CL18495,5,2011-12-31,2015-12-31
SOCIEDAD MATRIZ DEL BANCO DE CHILE S.A. - SM-CHILE S.A,30075LC,CLA9257,17,2000-12-31,2016-12-31
"SOCIEDADE COMERCIAL OREY ANTUNES, S.A.",30004EP,PT12643,3,2013-12-31,2015-12-31
SOCIETE ALSACIENNE DE DEVELOPPEMENT ET D'EXPANSION SA - SADE,30112EF,FR10715,5,2011-12-31,2015-12-31
SOCIETE ARABE INTERNATIONALE DE BANQUE - SAIB,30668KE,EG31347,6,2011-12-31,2016-12-31
SOCIETE GENERALE - SPLITSKA BANKA DD,40007OJ,HR31372,5,2011-12-31,2015-12-31
SOCIETE GENERALE BANKA MONTENEGRO AD,ME02136228,ME29075,5,2011-12-31,2015-12-31
SOCIETE GENERALE DE BANQUE-JORDANIE,30139GJ,JO40674,5,2011-12-31,2015-12-31
SOCIETE GENERALE DE BANQUES EN COTE D'IVOIRE S.A. - SGBCI,30031MW,CI30607,4,2011-12-31,2014-12-31
SOCIETE GENERALE GHANA LIMITED,30017KV,GH33975,5,2011-12-31,2015-12-31
SOCIETE GENERALE SA,30107EF,FR11150,5,2011-12-31,2015-12-31
SOCIETE GENERALE SA,30107EF,FR11151,5,2011-12-31,2015-12-31
SOCIETE GENERALE SA,30107EF,FRA2207,17,2000-12-31,2016-12-31
SOCIETE TUNISIENNE DE BANQUE,30011KU,TN23778,5,2011-12-31,2015-12-31
SOCIETE TUNISIENNE DE BANQUE,30011KU,TN32264,5,2011-12-31,2015-12-31
SOCIETY DEVELOPMENT BANK LTD - H&B DEVELOPMENT BANK  LTD,30179FB,NP11115,4,2012-07-15,2015-07-16
SOFIBUS PATRIMOINE SA,30182EF,FR12693,3,2013-12-31,2015-12-31
SOFTLOGIC FINANCE PLC,30269FS,LK51946,3,2014-03-31,2016-03-31
SOLAR CAPITAL LTD,50531NU,US51119,3,2013-12-31,2015-12-31
"SOLERA NATIONAL BANCORP, INC.",US020774841,US83406,10,2007-12-31,2016-12-31
SOLVAY BANK CORP.,US161292153,US69880,12,2000-12-31,2014-12-31
SOLVAY BANK CORP.,US161292153,US89089,4,2006-12-31,2015-12-31
SOMERSET HILLS BANCORP,37041NU,US90213,9,2001-12-31,2012-12-31
SOMERSET TRUST HOLDING COMPANY,US251856469,US69882,11,2000-12-31,2014-12-31
SOMERSET TRUST HOLDING COMPANY,US251856469,US90214,5,2006-12-31,2015-12-31
SONERI BANK LIMITED,30101FP,PK37549,5,2011-12-31,2015-12-31
SONOMA VALLEY BANCORP,40994NU,US90216,5,2000-12-31,2009-12-31
"SOUND FINANCIAL BANCORP, INC.",65934NU,US83636,4,2012-12-31,2015-12-31
"SOUTH FINANCIAL GROUP, INC",33375NU,US15325,10,2000-12-31,2009-12-31
"SOUTH FINANCIAL GROUP, INC",33375NU,US48011,10,2000-12-31,2009-12-31
SOUTH INDIAN BANK LIMITED,30857FI,IN32462,5,2012-03-31,2016-03-31
SOUTH STATE CORP,36980NU,US68928,16,2000-12-31,2015-12-31
SOUTH STATE CORP,36980NU,USA12DB,17,2000-12-31,2016-12-31
SOUTH STREET FINANCIAL CORP.,33377NU,US90225,8,2006-12-31,2013-12-31
SOUTHCOAST FINANCIAL CORPORATION,36963NU,US90226,10,2000-12-31,2015-12-31
"SOUTHCREST FINANCIAL GROUP, INC",41077NU,US70072,15,2000-12-31,2014-12-31
"SOUTHCREST FINANCIAL GROUP, INC",41077NU,US88963,1,2015-12-31,2015-12-31
"SOUTHCREST FINANCIAL GROUP, INC",41077NU,USB137A,11,2005-12-31,2016-12-31
SOUTHEAST BANK LIMITED,30147FE,BD12542,5,2011-12-31,2015-12-31
SOUTHEAST BANK LIMITED,30147FE,BD46600,5,2011-12-31,2015-12-31
SOUTHEASTERN BANK FINANCIAL CORPORATION,41012NU,US69085,16,2000-12-31,2015-12-31
SOUTHEASTERN BANK FINANCIAL CORPORATION,41012NU,USA1DF5,16,2000-12-31,2015-12-31
SOUTHEASTERN BANKING CORPORATION,US581423423,US20989,10,2006-12-31,2015-12-31
SOUTHERN BANC COMPANY INC (THE),33379NU,US29049,5,2012-06-30,2016-06-30
SOUTHERN BANC COMPANY INC (THE),33379NU,US88862,9,2008-12-31,2016-12-31
SOUTHERN BANC COMPANY INC (THE),33379NU,USA0C50,17,2000-06-30,2016-06-30
"SOUTHERN BANCSHARES (NORTH CAROLINA), INC",US561538087,US19409,16,2000-12-31,2015-12-31
"SOUTHERN COMMUNITY BANCSHARES, INC.",41373NU,US90230,4,2002-12-31,2008-12-31
SOUTHERN COMMUNITY FINANCIAL CORPORATION,36966NU,US17678,11,2001-12-31,2011-12-31
SOUTHERN COMMUNITY FINANCIAL CORPORATION,36966NU,USA5EB2,12,2000-12-31,2011-12-31
SOUTHERN CONNECTICUT BANCORP INC,36884NU,US29050,12,2001-12-31,2012-12-31
SOUTHERN FINANCIAL BANCORP INC,US541779978,US16145,4,2000-12-31,2003-12-31
SOUTHERN FINANCIAL BANCORP INC,US541779978,USA1618,4,2000-12-31,2003-12-31
"SOUTHERN FIRST BANCSHARES, INC.",36886NU,US69127,13,2003-12-31,2015-12-31
"SOUTHERN FIRST BANCSHARES, INC.",36886NU,USA233C,16,2000-12-31,2015-12-31
"SOUTHERN MICHIGAN BANCORP, INC",US382407501,US19411,8,2000-12-31,2014-12-31
"SOUTHERN MICHIGAN BANCORP, INC",US382407501,US89068,8,2006-12-31,2015-12-31
"SOUTHERN MICHIGAN BANCORP, INC",US382407501,USA1A1A,16,2000-12-31,2015-12-31
"SOUTHERN MISSOURI BANCORP, INC.",33382NU,US71220,7,2004-12-31,2015-12-31
"SOUTHERN MISSOURI BANCORP, INC.",33382NU,USA0EEF,17,2000-06-30,2016-06-30
"SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.",63148NU,US20600,6,2011-12-31,2016-12-31
"SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.",63148NU,USACDC6,12,2005-12-31,2016-12-31
SOUTHFIRST BANCSHARES INC,33386NU,US29032,5,2012-12-31,2016-12-31
SOUTHSHORE COMMUNITY BANK,US202960404,US71692,6,2005-12-31,2010-12-31
"SOUTHSIDE BANCSHARES, INC",33387NU,US19412,16,2000-12-31,2015-12-31
"SOUTHSIDE BANCSHARES, INC",33387NU,USA1369,17,2000-12-31,2016-12-31
SOUTHTRUST CORPORATION,33388NU,US34091,4,2000-12-31,2003-12-31
SOUTHTRUST CORPORATION,33388NU,US82670,4,2000-12-31,2003-12-31
"SOUTHWEST BANCORP, INC",33390NU,US19413,17,2000-12-31,2016-12-31
"SOUTHWEST BANCORP, INC",33390NU,USA08E5,16,2000-12-31,2015-12-31
SOUTHWEST COMMUNITY BANCORP,36894NU,US69914,3,2003-12-31,2005-12-31
SOUTHWEST COMMUNITY BANCORP,36894NU,USAA8D1,5,2001-12-31,2005-12-31
SOUTHWEST GEORGIA FINANCIAL CORPORATION,33392NU,US69916,16,2000-12-31,2015-12-31
SOUTHWEST GEORGIA FINANCIAL CORPORATION,33392NU,USA1001,17,2000-12-31,2016-12-31
SOUTHWEST SECURITIES CO LTD,30620PC,CN51610,5,2011-12-31,2015-12-31
"SP BANCORP, INC.",65938NU,US84356,2,2012-12-31,2013-12-31
SPAR NORD BANK,30053SD,DK10612,5,2011-12-31,2015-12-31
SPAREBANK 1 NORD-NORGE,30287SN,NO31234,5,2011-12-31,2015-12-31
SPAREBANK 1 NOTTEROY - TONSBERG,40211SN,NO47938,5,2011-12-31,2015-12-31
SPAREBANK 1 OSTFOLD AKERSHUS,40212SN,NO37043,5,2011-12-31,2015-12-31
SPAREBANK 1 RINGERIKE HADELAND,40210SN,NO49403,5,2011-12-31,2015-12-31
SPAREBANK 1 SMN,30049SN,NO31810,5,2011-12-31,2015-12-31
SPAREBANK 1 SR-BANK ASA,30050SN,NO41321,5,2011-12-31,2015-12-31
SPAREBANK1 BV,40200SN,NO45687,5,2011-12-31,2015-12-31
SPAREBANKEN MORE,40214SN,NO43634,5,2011-12-31,2015-12-31
SPAREBANKEN OST,40209SN,NO46449,5,2011-12-31,2015-12-31
SPAREBANKEN SOR,40213SN,NO33861,5,2011-12-31,2015-12-31
SPAREBANKEN VEST,40208SN,NO35896,5,2011-12-31,2015-12-31
SPAREKASSEN FYN AF 1846 A/S,30319SD,DK10533,5,2011-12-31,2015-12-31
SPARKASSE BANK DD,30008OQ,BA40547,3,2013-12-31,2015-12-31
SPARKASSE BANK MAKEDONIJA A.D.,40002OH,MK42980,5,2011-12-31,2015-12-31
SREI INFRASTRUCTURE FINANCE LIMITED,30964FI,IN48164,3,2014-03-31,2016-03-31
SRH NV,NL16062627,NL45620,5,2011-12-31,2015-12-31
SRPSKA BANKA AD,RS07092288,RS16594,5,2011-12-31,2015-12-31
ST. GALLER KANTONALBANK AG,40022ES,CH31717,5,2011-12-31,2015-12-31
"ST. JOSEPH BANCORP, INC.",US263616144,US84355,2,2012-12-31,2013-12-31
ST. JOSEPH CAPITAL CORPORATION,36972NU,US69925,6,2000-12-31,2005-12-31
