Company name,WVB No,OSIRIS Identification Number,count_records,min_date,max_date
CITIZENS BANK GUYANA INC,30008LF,GY53967,3,2013-09-30,2015-09-30
CITIZENS BANK INTERNATIONAL LIMITED,30117FB,NP12904,5,2011-07-16,2015-07-16
"CITIZENS COMMUNITY BANCORP, INC.",42261NU,US63836,3,2012-12-31,2014-12-31
"CITIZENS COMMUNITY BANCORP, INC.",42261NU,US90728,1,2015-12-31,2015-12-31
"CITIZENS COMMUNITY BANCORP, INC.",42261NU,USAE178,14,2003-09-30,2016-09-30
"CITIZENS COMMUNITY BANK, IDAHO",US820492415,US61286,10,2002-12-31,2011-12-31
"CITIZENS COMMUNITY BANK, VIRGINIA",US541909657,US61290,15,2002-12-31,2016-12-31
"CITIZENS COMMUNITY BANK, VIRGINIA",US541909657,USB1868,10,2005-12-31,2014-12-31
CITIZENS FINANCIAL CORP.,US550670483,US89345,11,2000-12-31,2015-12-31
CITIZENS FINANCIAL GROUP INC.,65921NU,US41777,16,2000-12-31,2015-12-31
CITIZENS FINANCIAL GROUP INC.,65921NU,USE4F69,6,2011-12-31,2016-12-31
"CITIZENS FINANCIAL SERVICES, INC.",40320NU,US68477,16,2000-12-31,2015-12-31
"CITIZENS FINANCIAL SERVICES, INC.",40320NU,USA1CDD,17,2000-12-31,2016-12-31
CITIZENS FIRST CORPORATION,63285NU,US20831,14,2000-12-31,2016-12-31
CITIZENS HOLDING COMPANY,37198NU,US68479,15,2000-12-31,2014-12-31
CITIZENS HOLDING COMPANY,37198NU,US89347,1,2015-12-31,2015-12-31
CITIZENS HOLDING COMPANY,37198NU,USA20F9,17,2000-12-31,2016-12-31
"CITIZENS NATIONAL BANCORP, INC",US19300,US19300,12,2000-12-31,2014-12-31
"CITIZENS NATIONAL BANCORP, INC",US19300,US89072,4,2006-12-31,2015-12-31
CITIZENS NATIONAL CORPORATION,US611020386,US68485,14,2000-12-31,2014-12-31
CITIZENS NATIONAL CORPORATION,US611020386,US89352,2,2006-12-31,2015-12-31
"CITIZENS REPUBLIC BANCORP, INC",35001NU,US18630,13,2000-12-31,2012-12-31
"CITIZENS REPUBLIC BANCORP, INC",35001NU,US34178,13,2000-12-31,2012-12-31
CITIZENS TRUST COMPANY,US240546960,US61402,5,2002-12-31,2006-12-31
CITY BANK LTD,30145FE,BD32744,5,2011-12-31,2015-12-31
"CITY BANK, WASHINGTON",US910911183,US61414,8,2002-12-31,2009-12-31
"CITY BANK, WASHINGTON",US910911183,USA1FA1,10,2000-12-31,2009-12-31
CITY HOLDING COMPANY,37234NU,US18775,17,2000-12-31,2016-12-31
CITY HOLDING COMPANY,37234NU,US48015,16,2000-12-31,2015-12-31
CITY NATIONAL BANCSHARES CORPORATION,US222434751,US89357,10,2006-12-31,2015-12-31
CITY NATIONAL CORPORATION,35002NU,US1932N,15,2000-12-31,2014-12-31
CITY NATIONAL CORPORATION,35002NU,US34153,15,2000-12-31,2014-12-31
CITY UNION BANK LTD.,30795FI,IN42510,5,2012-03-31,2016-03-31
"CITYSTATE SAVINGS BANK, INC",30198FA,PH16399,5,2011-12-31,2015-12-31
CIVIC BANCORP,US680022322,US18794,2,2000-12-31,2001-12-31
CIVIC BANCORP,US680022322,US87623,2,2000-12-31,2001-12-31
CIVIL BANK LTD,30225FB,NP14115,3,2013-07-16,2015-07-16
"CIVISTA BANCSHARES, INC",37271NU,US68830,16,2000-12-31,2015-12-31
"CIVISTA BANCSHARES, INC",37271NU,USA2D4B,17,2000-12-31,2016-12-31
"CIVITAS BANKGROUP, INC.",40664NU,US68495,7,2000-12-31,2006-12-31
"CIVITAS BANKGROUP, INC.",40664NU,USAA946,7,2000-12-31,2006-12-31
"CKF BANCORP, INC.",US611267810,US84464,1,2012-12-31,2012-12-31
CLARION COUNTY COMMUNITY BANK,US200081432,US71303,13,2004-12-31,2016-12-31
CLARKSTON FINANCIAL CORP,40326NU,US90586,15,2000-12-31,2015-12-31
"CLASSIC BANCSHARES, INC.",US611289391,US68499,5,2000-12-31,2004-12-31
"CLASSIC BANCSHARES, INC.",US611289391,USA1656,5,2000-03-31,2004-03-31
CLEAN ENERGY DEVELOPMENT BANK LTD,30115FB,NP11149,4,2012-07-15,2015-07-16
CLIFTON BANCORP INC,36825NU,US54823,2,2014-12-31,2015-12-31
CLIFTON BANCORP INC,36825NU,USA82F6,16,2001-03-31,2016-03-31
CLOSE BROTHERS GROUP PLC,90173EX,GB25014,7,2010-07-31,2016-07-31
CLOSED JOINT-STOCK COMPANY SUBSIDIARY BANK SBERBANK OF RUSSIA,40257OU,UA29670,3,2013-12-31,2015-12-31
CMB FINANCE LIMITED,30080FB,NP54545,1,2012-07-15,2012-07-15
CMC MARKETS PLC,40856EX,GB27615,3,2013-03-31,2015-03-31
CME GROUP INC,36783NU,US51461,3,2013-12-31,2015-12-31
"CMS BANCORP, INC.",63271NU,US84211,3,2012-12-31,2014-12-31
"CNB BANCORP, INC.",US141709485,US68502,6,2000-12-31,2005-12-31
"CNB BANCORP, INC.",US542059214,US84560,9,2003-12-31,2011-12-31
"CNB CORPORATION, MICHIGAN",40379NU,US89368,11,2006-12-31,2016-12-31
"CNB CORPORATION, SOUTH CAROLINA",US570792402,US68505,16,2000-12-31,2015-12-31
"CNB CORPORATION, SOUTH CAROLINA",US570792402,USB2603,8,2004-12-31,2011-12-31
CNB FINANCIAL CORPORATION,36827NU,US68507,16,2000-12-31,2015-12-31
CNB FINANCIAL CORPORATION,36827NU,USA24A2,16,2000-12-31,2015-12-31
"CNB FINANCIAL SERVICES, INC.",US550773918,US89370,11,2000-12-31,2015-12-31
"CNB FLORIDA BANCSHARES, INC",US592958616,US19301,4,2000-12-31,2003-12-31
"CNB FLORIDA BANCSHARES, INC",US592958616,USA1DAD,4,2000-12-31,2003-12-31
"CNLBANCSHARES, INC.",US593544720,US68512,13,2002-12-31,2014-12-31
CO-OPERATIVE BANK OF KENYA LTD,30056KK,KE44499,5,2011-12-31,2015-12-31
COAST BANCORP,40368NU,US20859,13,2001-12-31,2015-12-31
"COAST FINANCIAL HOLDINGS, INC",36701NU,US68513,4,2003-12-31,2006-12-31
"COAST FINANCIAL HOLDINGS, INC",36701NU,USA818D,6,2001-12-31,2006-12-31
"COASTAL BANKING COMPANY, INC.",US582455445,US82889,16,2000-12-31,2015-12-31
"COASTWAY BANCORP, INC",US461698990,US83838,3,2013-12-31,2015-12-31
COBIZ FINANCIAL INC,37276NU,US19302,16,2000-12-31,2015-12-31
COBIZ FINANCIAL INC,37276NU,USA2A1D,16,2000-12-31,2015-12-31
CODDLE CREEK FINANCIAL CORP.,US562045998,US68518,6,2000-12-31,2005-12-31
CODDLE CREEK FINANCIAL CORP.,US562045998,US89375,2,2006-12-31,2007-12-31
CODDLE CREEK FINANCIAL CORP.,US562045998,USA18E2,3,2000-12-31,2002-12-31
"CODORUS VALLEY BANCORP, INC.",36844NU,US68519,16,2000-12-31,2015-12-31
"CODORUS VALLEY BANCORP, INC.",36844NU,USA17E9,17,2000-12-31,2016-12-31
COLOMBO BANK,US43036,US43036,1,2012-12-31,2012-12-31
COLOMBO BANK,US43036,USA0D7B,10,2000-12-31,2009-12-31
"COLONIAL BANCGROUP, INC",35007NU,US19560,9,2000-12-31,2008-12-31
"COLONIAL BANCGROUP, INC",35007NU,US38695,9,2000-12-31,2008-12-31
COLONIAL FINANCIAL SERVICES INC,67631NU,US64013,3,2012-12-31,2014-12-31
COLONIAL FINANCIAL SERVICES INC,67631NU,USAACD7,12,2003-12-31,2014-12-31
COLONIAL VIRGINIA BANK,US753093106,US71305,11,2003-12-31,2013-12-31
"COLONY BANKCORP, INC",36875NU,US19303,17,2000-12-31,2016-12-31
"COLONY BANKCORP, INC",36875NU,USA1ADC,17,2000-12-31,2016-12-31
COLUMBIA BANCORP,40415NU,US49846,10,2000-12-31,2009-12-31
COLUMBIA BANCORP,40415NU,USA1D6D,9,2000-12-31,2008-12-31
"COLUMBIA BANKING SYSTEM, INC",40682NU,US68525,16,2000-12-31,2015-12-31
"COLUMBIA BANKING SYSTEM, INC",40682NU,USA0CDC,16,2000-12-31,2015-12-31
COLUMBIA FINANCIAL CORPORATION,US232239755,US68526,8,2000-12-31,2007-12-31
"COMBANC, INC.",US341853493,US68529,5,2000-12-31,2004-12-31
COMDIRECT BANK AG,30528ED,DE43869,5,2011-12-31,2015-12-31
"COMERCIAL ADMINISTRADORA, SOCIEDAD ANONIMA",30008LG,GT50070,3,2013-12-31,2015-12-31
COMERICA INCORPORATED,31381NU,US34043,16,2000-12-31,2015-12-31
COMERICA INCORPORATED,31381NU,USA017F,17,2000-12-31,2016-12-31
"COMM BANCORP, INC.",36898NU,US68531,11,2000-12-31,2010-12-31
"COMM BANCORP, INC.",36898NU,USA17F2,10,2000-12-31,2009-12-31
"COMMERCE BANCORP, INC.",35011NU,US41836,8,2000-12-31,2007-12-31
"COMMERCE BANCORP, INC.",35011NU,USA1884,8,2000-12-31,2007-12-31
"COMMERCE BANCSHARES, INC.",35012NU,US20180,16,2000-12-31,2015-12-31
"COMMERCE BANCSHARES, INC.",35012NU,US34080,16,2000-12-31,2015-12-31
"COMMERCE UNION BANCSHARES, INC.",67193NU,US83481,4,2012-12-31,2015-12-31
"COMMERCEFIRST BANCORP, INC",36946NU,US23797,12,2000-12-31,2011-12-31
"COMMERCESOUTH, INC.",US630989868,US68539,3,2000-12-31,2002-12-31
"COMMERCESOUTH, INC.",US630989868,USA1815,3,2000-12-31,2002-12-31
COMMERCEWEST BANK NATIONAL ASSOCIATION,US330962768,US61516,15,2002-12-31,2016-12-31
"COMMERCIAL BANCSHARES, INC., OHIO",40424NU,US20911,11,2006-12-31,2016-12-31
COMMERCIAL BANK INTERNATIONAL P.S.C.,30052GU,AE43139,5,2011-12-31,2015-12-31
COMMERCIAL BANK OF CEYLON PLC,30127FS,LK30768,5,2011-12-31,2015-12-31
COMMERCIAL BANK OF DUBAI P.S.C.,30002GU,AE31645,5,2011-12-31,2015-12-31
COMMERCIAL BANK OF IRAQ SA,30088GI,IQ29531,3,2013-12-31,2015-12-31
COMMERCIAL BANK OF KUWAIT K.P.S.C. (THE),30045GK,KW30298,5,2011-12-31,2015-12-31
"COMMERCIAL BANKSHARES, INC.",36947NU,US68544,7,2000-12-31,2006-12-31
"COMMERCIAL BANKSHARES, INC.",36947NU,USA0701,7,2000-12-31,2006-12-31
COMMERCIAL FACILITIES COMPANY,30021GK,KW21711,3,2013-12-31,2015-12-31
COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,30003KE,EG31171,6,2011-12-31,2016-12-31
"COMMERCIAL NATIONAL FINANCIAL CORPORATION, MICHIGAN",US382799780,US89407,10,2006-12-31,2015-12-31
"COMMERCIAL NATIONAL FINANCIAL CORPORATION, PENNSYLVANIA",36666NU,US89408,10,2006-12-31,2015-12-31
COMMERZ AND TRUST BANK NEPAL LTD,30230FB,NP15586,2,2012-07-15,2013-07-15
COMMERZBANK AG,30078ED,DE13190,5,2011-12-31,2015-12-31
COMMERZBANK AG,30078ED,DE13191,3,2013-12-31,2015-12-31
COMMERZBANK AG,30078ED,DEA22DA,16,2000-12-31,2015-12-31
COMMONWEALTH BANK OF AUSTRALIA,30060AA,AU31376,6,2011-06-30,2016-06-30
"COMMONWEALTH BANKSHARES, INC.",37360NU,US68552,11,2000-12-31,2010-12-31
"COMMONWEALTH BANKSHARES, INC.",37360NU,USA2D41,11,2000-12-31,2010-12-31
"COMMONWEALTH NATIONAL BANK, MASSACHUSETTS",US043493049,US61557,7,2002-12-31,2008-12-31
COMMUNITIES FIRST FINANCIAL CORPORATION,US465587408,US83931,2,2014-12-31,2015-12-31
COMMUNITY BANCORP,US010668846,US68556,7,2002-12-31,2008-12-31
COMMUNITY BANCORP,US010668846,USAA2BB,7,2001-12-31,2007-12-31
COMMUNITY BANCORP OF NEW JERSEY,US223666589,US68558,3,2001-12-31,2003-12-31
COMMUNITY BANCORP OF NEW JERSEY,US223666589,USA268E,4,2000-12-31,2003-12-31
"COMMUNITY BANCORP, INC",36981NU,US19304,6,2000-12-31,2005-12-31
"COMMUNITY BANCORP, INC",36981NU,USA1C3B,6,2000-12-31,2005-12-31
COMMUNITY BANCORP.,US030284070,US68561,13,2000-12-31,2014-12-31
COMMUNITY BANCORP.,US030284070,US89417,3,2006-12-31,2015-12-31
COMMUNITY BANCORP.,US030284070,USB264C,10,2006-12-31,2015-12-31
"COMMUNITY BANCSHARES, INC",US311002504,US19305,16,2000-12-31,2015-12-31
"COMMUNITY BANCSHARES, INC., ALABAMA",36986NU,US68564,6,2000-12-31,2005-12-31
COMMUNITY BANK AND TRUST COMPANY,61277NU,US61572,5,2002-12-31,2006-12-31
COMMUNITY BANK AND TRUST COMPANY,61277NU,USA9EB5,6,2001-12-31,2006-12-31
"COMMUNITY BANK OF BERGEN COUNTY, N. J.",US221236856,US61576,15,2002-12-31,2016-12-31
COMMUNITY BANK OF NORTHERN VIRGINIA,61353NU,US61603,3,2002-12-31,2004-12-31
COMMUNITY BANK OF NORTHERN VIRGINIA,61353NU,USA69DF,5,2000-12-31,2004-12-31
COMMUNITY BANK OF SANTA MARIA,US203656524,US61614,15,2002-12-31,2016-12-31
COMMUNITY BANK OF THE BAY,US943192723,US61620,15,2002-12-31,2016-12-31
"COMMUNITY BANK SYSTEM, INC.",37013NU,US20665,16,2000-12-31,2015-12-31
"COMMUNITY BANK SYSTEM, INC.",37013NU,US41994,16,2000-12-31,2015-12-31
COMMUNITY BANKERS TRUST CORPORATION,63300NU,US73006,8,2008-12-31,2015-12-31
COMMUNITY BANKERS TRUST CORPORATION,63300NU,USAC80E,12,2006-03-31,2016-12-31
"COMMUNITY BANKS, INC",37012NU,US19306,7,2000-12-31,2006-12-31
"COMMUNITY BANKS, INC",37012NU,US20662,7,2000-12-31,2006-12-31
"COMMUNITY BANKSHARES, INC",37011NU,US19307,8,2000-12-31,2007-12-31
"COMMUNITY BANKSHARES, INC",37011NU,USA1A4F,8,2000-12-31,2007-12-31
"COMMUNITY CAPITAL BANCSHARES, INC.",37116NU,US90426,9,2000-12-31,2015-12-31
"COMMUNITY CAPITAL BANK, NEW YORK",US112863894,US61674,4,2002-12-31,2005-12-31
COMMUNITY CAPITAL CORPORATION,37361NU,US68577,11,2000-12-31,2010-12-31
COMMUNITY CAPITAL CORPORATION,37361NU,USA1652,11,2000-12-31,2010-12-31
COMMUNITY CENTRAL BANK CORPORATION,37023NU,US68578,11,2000-12-31,2010-12-31
COMMUNITY CENTRAL BANK CORPORATION,37023NU,USA69DB,10,2000-12-31,2009-12-31
COMMUNITY FINANCIAL CORP,40365NU,US70022,16,2000-12-31,2015-12-31
COMMUNITY FINANCIAL CORP,40365NU,USB2712,14,2003-12-31,2016-12-31
"COMMUNITY FINANCIAL GROUP, INC.",US621626938,US87626,2,2000-12-31,2001-12-31
"COMMUNITY FINANCIAL GROUP, INC.",US621626938,USA0DD6,2,2000-12-31,2001-12-31
"COMMUNITY FINANCIAL SHARES, INC.",40441NU,US20862,9,2006-12-31,2014-12-31
"COMMUNITY FIRST BANCORP, INC.",US251777705,US82597,17,2000-12-31,2016-12-31
COMMUNITY FIRST BANCORPORATION,US582322486,US88956,8,2006-12-31,2015-12-31
COMMUNITY FIRST BANKING COMPANY,US431797281,US61696,15,2002-12-31,2016-12-31
COMMUNITY FIRST BANKING COMPANY,US431797281,USA15EF,1,2000-12-31,2000-12-31
"COMMUNITY FIRST BANKSHARES, INC.",US460391436,US41895,4,2000-12-31,2003-12-31
"COMMUNITY FIRST BANKSHARES, INC.",US460391436,USA03F6,4,2000-12-31,2003-12-31
COMMUNITY FIRST FINANCIAL CORPORATION,US810556879,US68590,3,2003-12-31,2005-12-31
"COMMUNITY INVESTORS BANCORP, INC",US341779309,US83566,4,2012-12-31,2015-12-31
"COMMUNITY NATIONAL BANCORPORATION, GEORGIA",US581856963,US68594,5,2000-12-31,2004-12-31
"COMMUNITY NATIONAL BANCORPORATION, GEORGIA",US581856963,US89440,1,2005-12-31,2005-12-31
"COMMUNITY NATIONAL BANCORPORATION, GEORGIA",US581856963,USA256B,6,2000-12-31,2005-12-31
COMMUNITY NATIONAL BANK,US300279897,US71579,10,2005-12-31,2014-12-31
COMMUNITY NATIONAL BANK,US541244432,US61725,4,2002-12-31,2005-12-31
COMMUNITY NATIONAL BANK OF THE LAKEWAY AREA,US270031825,US61708,11,2003-12-31,2013-12-31
COMMUNITY NATIONAL BANK OF THE LAKEWAY AREA,US270031825,USAE176,10,2003-12-31,2012-12-31
COMMUNITY NATIONAL CORPORATION,US311724230,US84889,8,2001-12-31,2008-12-31
COMMUNITY NATIONAL CORPORATION,US621700975,US82735,16,2000-12-31,2015-12-31
COMMUNITY SHORES BANK CORPORATION,37024NU,US20848,12,2000-12-31,2015-12-31
"COMMUNITY TRUST BANCORP, INC",37386NU,US41884,16,2000-12-31,2015-12-31
"COMMUNITY TRUST BANCORP, INC",37386NU,US70787,17,2000-12-31,2016-12-31
COMMUNITY VALLEY BANCORP,40445NU,US68597,8,2002-12-31,2009-12-31
COMMUNITY VALLEY BANCORP,40445NU,USACAB7,10,2000-12-31,2009-12-31
COMMUNITY WEST BANCSHARES,37025NU,US19308,13,2000-12-31,2014-12-31
COMMUNITY WEST BANCSHARES,37025NU,US89050,3,2006-12-31,2015-12-31
COMMUNITY WEST BANCSHARES,37025NU,USA1CAB,17,2000-12-31,2016-12-31
COMMUNITYONE BANCORP,40385NU,US19231,16,2000-12-31,2015-12-31
COMMUNITYONE BANCORP,40385NU,US31410,16,2000-12-31,2015-12-31
COMMUNITYSOUTH FINANCIAL CORPORATION,US200934786,US84784,5,2005-12-31,2009-12-31
COMPAGNIE DE L'OCCIDENT POUR LA FINANCE ET L'INDUSTRIE S.A - COFI,30094EJ,LU12784,5,2011-12-31,2015-12-31
COMPAGNIE FINANCIERE MARTIN-MAUREL SA,30762EF,FR40198,5,2011-12-31,2015-12-31
COMPAGNIE FINANCIERE TRADITION,90030ES,CH10610,2,2013-12-31,2014-12-31
COMPAGNIE FINANCIERE TRADITION,90030ES,CH29030,1,2015-12-31,2015-12-31
COMPAGNIE INTERNATIONALE DE LEASING,30018KU,TN49824,5,2011-12-31,2015-12-31
COMPARTAMOS FINANCIERA,30340LP,PE12298,3,2013-12-31,2015-12-31
CONAFI PRESTITO SPA,30373EI,IT21692,5,2011-12-31,2015-12-31
"CONCORD EFS, INC",31339NU,US19309,4,2000-12-31,2003-12-31
CONCORD SECURITIES CORPORATION,30869FC,TW29237,5,2011-12-31,2015-12-31
CONDOR DE SERVICIOS S.A.E.C.A.,30022LY,PY53495,3,2013-12-31,2015-12-31
"CONGAREE BANCSHARES, INC.",US203863936,US83323,10,2006-12-31,2015-12-31
"CONNECTICUT RIVER BANCORP, INC",US020311880,US89447,8,2006-12-31,2013-12-31
CONNECTICUT RIVER COMMUNITY BANK,62015NU,US61778,8,2002-12-31,2009-12-31
"CONNECTONE BANCORP, INC.",63567NU,US20648,3,2011-12-31,2013-12-31
"CONNECTONE BANCORP, INC.",63567NU,USE4195,5,2009-12-31,2013-12-31
CONSUMERS BANCORP INC,40533NU,US88978,10,2006-12-31,2015-12-31
"COOPERATIVE BANKSHARES, INC.",31110NU,US68608,9,2000-12-31,2008-12-31
"COOPERATIVE BANKSHARES, INC.",31110NU,USA0A08,9,2000-12-31,2008-12-31
"CORDIA BANCORP, INC",63638NU,US83751,6,2010-12-31,2015-12-31
CORNERSTONE BANCORP,US571077978,US82874,16,2000-12-31,2015-12-31
"CORNERSTONE BANCORP, INC",US061524044,US17320,6,2000-12-31,2005-12-31
"CORNERSTONE BANCORP, INC",US061524044,USA1C6E,5,2000-12-31,2004-12-31
"CORNERSTONE BANK, NEW JERSEY",US223659781,US61797,15,2002-12-31,2016-12-31
CORNERSTONE FINANCIAL CORPORATION,US800282551,US83583,8,2009-12-31,2016-12-31
CORONADO FIRST BANK,41469NU,US71583,6,2005-12-31,2010-12-31
CORP BANCA CA BANCO UNIVERSAL,30066LV,VE30582,8,2005-12-31,2012-12-31
CORPORACION ACTINVER SAB DE CV,30326LM,MX10458,5,2011-12-31,2015-12-31
"CORPORACION BCT, SA",CR42053,CR42053,5,2011-12-31,2015-12-31
CORPORACION DAVIVIENDA (COSTA RICA) SA,30033LD,CR36956,5,2011-12-31,2015-12-31
CORPORACION DAVIVIENDA (COSTA RICA) SA,30033LD,CRAC980,7,2002-12-31,2008-12-31
CORPORACION DE DESARROLLO DE MERCADO SECUNDARIO DE HIPOTECAS CTH S.A.,30117LE,EC53523,3,2013-12-31,2015-12-31
CORPORACION FINANCIERA ALBA SA,90137EE,ES53653,1,2015-12-31,2015-12-31
CORPORACION FINANCIERA COLOMBIANA SA,30025LL,CO32171,4,2012-12-31,2015-12-31
CORPORACION FINANCIERA DE DESARROLLO S.A. - COFIDE,30289LP,PE45677,5,2011-12-31,2015-12-31
CORPORATE COMMERCIAL BANK AD,40015EL,BG15330,6,2008-12-31,2013-12-31
CORPORATE COMMERCIAL BANK AD,40015EL,BG19157,4,2011-12-31,2014-12-31
CORPORATE DEVELOPMENT BANK LTD,40007FB,NP11401,4,2012-07-15,2015-07-16
CORPORATION BANK LTD.,30773FI,IN31624,5,2012-03-31,2016-03-31
"CORPORATIVO GBM, S.A.B DE C.V.",30229LM,MX12995,5,2011-12-31,2015-12-31
CORTLAND BANCORP,40599NU,US68616,15,2000-12-31,2014-12-31
CORTLAND BANCORP,40599NU,US89460,1,2015-12-31,2015-12-31
CORTLAND BANCORP,40599NU,USB265A,12,2005-12-31,2016-12-31
"CORUS BANKSHARES, INC",37046NU,US41879,9,2000-12-31,2008-12-31
"CORUS BANKSHARES, INC",37046NU,US76420,9,2000-12-31,2008-12-31
COSMOS DEVELOPMENT BANK LTD,30250FB,NP11741,4,2012-07-15,2015-07-16
"COUNTRY BANK HOLDING COMPANY, INC",US651206631,US90429,9,2006-12-31,2015-12-31
"COUNTRY BANK, NEW YORK",US061223511,US61816,15,2002-12-31,2016-12-31
COUNTRY DEVELOPMENT BANK LTD,40002FB,NP11291,4,2012-07-15,2015-07-16
COUNTRY GROUP SECURITIES PUBLIC COMPANY LIMITED,TH0107537000572,TH16581,3,2013-12-31,2015-12-31
"COUNTY BANCORP, INC.",65988NU,US68624,12,2001-12-31,2015-12-31
"COUNTY BANCORP, INC.",65988NU,USA0361,5,2011-12-31,2015-12-31
COUNTY BANK CORP,41049NU,US89465,10,2006-12-31,2015-12-31
COUNTY COMMERCE BANK,US753049066,US61825,13,2003-12-31,2015-12-31
COUNTY FIRST BANK,US521659129,US61826,15,2002-12-31,2016-12-31
"COVEST BANCSHARES, INC.",US363820609,US68626,3,2000-12-31,2002-12-31
"COVEST BANCSHARES, INC.",US363820609,USA0177,3,2000-12-31,2002-12-31
COWEN GROUP INC,66003NU,US12770,5,2011-12-31,2015-12-31
COWLITZ BANCORPORATION,37047NU,US19310,7,2000-12-31,2009-12-31
COWLITZ BANCORPORATION,37047NU,US89052,3,2006-12-31,2008-12-31
COWLITZ BANCORPORATION,37047NU,USA1A1F,10,2000-12-31,2009-12-31
"CRAZY WOMAN CREEK BANCORP, INC.",US830315410,US83602,4,2012-12-31,2015-12-31
CRDB BANK PLC,30008KT,TZ47619,5,2011-12-31,2015-12-31
CREDICORP LTD.,30014LP,BM45980,5,2011-12-31,2015-12-31
CREDICORP LTD.,30014LP,BMA1DE1,17,2000-12-31,2016-12-31
CREDIQ SA DE CV,30069LS,SV27169,3,2013-12-31,2015-12-31
CREDISCOTIA FINANCIERA SA,30205LP,PE43718,3,2013-12-31,2015-12-31
CREDIT AGRICOLE BANK PJSC,40345OU,UA16559,3,2013-12-31,2015-12-31
CREDIT AGRICOLE EGYPT SAE,30336KE,EG36033,5,2011-12-31,2015-12-31
CREDIT AGRICOLE S.A.,30185EF,FR11948,5,2011-12-31,2015-12-31
CREDIT AGRICOLE S.A.,30185EF,FR16979,5,2011-12-31,2015-12-31
CREDIT AGRICOLE SRBIJA A.D. NOVI SAD,RS08277931,RS40891,5,2011-12-31,2015-12-31
CREDIT BANK OF IRAQ,30054GI,IQ14575,5,2011-12-31,2015-12-31
CREDIT BANK OF MOSCOW,RU09318941,RU48462,3,2013-12-31,2015-12-31
CREDIT DU MAROC,30008KM,MA32511,5,2011-12-31,2015-12-31
CREDIT EUROPE BANK CJSC,40371OU,UA26609,3,2013-12-31,2015-12-31
CREDIT FONCIER DE FRANCE SA,30027EF,FR10685,5,2011-12-31,2015-12-31
CREDIT FONCIER DE FRANCE SA,30027EF,FR11958,3,2013-12-31,2015-12-31
CREDIT FONCIER ET COMMUNAL D'ALSACE ET DE LORRAINE SA (BANQUE) - CFCAL BANQUE,30911EF,FR54757,3,2013-12-31,2015-12-31
CREDIT IMMOBILIER ET HOTELIER,30043KM,MA43487,5,2011-12-31,2015-12-31
CREDIT INDUSTRIEL ET COMMERCIAL SA - CIC,30602EF,FR10713,5,2011-12-31,2015-12-31
CREDIT INDUSTRIEL ET COMMERCIAL SA - CIC,30602EF,FR10714,5,2011-12-31,2015-12-31
CREDIT SAISON CO LTD,20782FJ,JP49073,5,2012-03-31,2016-03-31
"CREDIT SUISSE (USA), INC.",US131898818,US43782,1,2013-12-31,2013-12-31
CREDIT SUISSE GROUP AG,20013ES,CH30797,3,2013-12-31,2015-12-31
CREDIT SUISSE GROUP AG,20013ES,CH31398,5,2011-12-31,2015-12-31
CREDIT SUISSE GROUP AG,20013ES,CHA20FD,16,2000-12-31,2015-12-31
CREDITO ARTIGIANO,30325EI,IT21322,1,2011-12-31,2011-12-31
CREDITO BERGAMASCO,30032EI,IT21312,3,2011-12-31,2013-12-31
CREDITO EMILIANO SPA - CREDEM,30164EI,IT21327,5,2011-12-31,2015-12-31
CREDITO EMILIANO SPA - CREDEM,30164EI,IT45740,5,2011-12-31,2015-12-31
CREDITO REAL S.A. DE C.V.,30278LM,MX50451,5,2011-12-31,2015-12-31
CRESCENT BANKING COMPANY,37058NU,US68628,10,2000-12-31,2009-12-31
CRESCENT BANKING COMPANY,37058NU,USA1E15,10,2000-12-31,2009-12-31
CRNOGORSKO KOMERCIJALNA BANKA AD PODGORICA - CKB BANK,4001900.0,ME19075,5,2011-12-31,2015-12-31
"CROGHAN BANCSHARES, INC",40714NU,US19311,9,2000-12-31,2014-12-31
"CROGHAN BANCSHARES, INC",40714NU,US20828,8,2006-12-31,2016-12-31
"CROGHAN BANCSHARES, INC",40714NU,USA1BFF,16,2000-12-31,2015-12-31
CRYSTAL FINANCE LTD,30188FB,NP11925,4,2012-07-15,2015-07-16
"CSB BANCORP, INC.",40751NU,US20865,8,2006-12-31,2015-12-31
"CSB BANCORP, INC.",40751NU,US68638,8,2000-12-31,2014-12-31
"CSB BANCORP, INC.",40751NU,USB10F5,12,2005-12-31,2016-12-31
"CSB BANCORP, INC.",US201787680,US90592,11,2006-12-31,2016-12-31
CTBC BANK (PHILIPPINES) CORP,30197FA,PH47037,5,2011-12-31,2015-12-31
CTBC BANK CO LTD,40086FC,TW47599,5,2011-12-31,2015-12-31
CTBC FINANCIAL HOLDING CO LTD,30580FC,TW19782,5,2011-12-31,2015-12-31
CU BANCORP,65880NU,US73365,4,2012-12-31,2015-12-31
CU BANCORP,65880NU,USB16B9,12,2005-12-31,2016-12-31
"CULLEN/FROST BANKERS, INC",35029NU,US23860,17,2000-12-31,2016-12-31
"CULLEN/FROST BANKERS, INC",35029NU,US34104,16,2000-12-31,2015-12-31
"CULLMAN BANCORP, INC",US83735,US83735,4,2012-12-31,2015-12-31
CUSTOMERS BANCORP INC,65883NU,US60328,5,2011-12-31,2015-12-31
CUSTOMERS BANCORP INC,65883NU,USDD331,9,2008-12-31,2016-12-31
